sample_name,treatment,control,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,BCCIP,4,0.25119,0.38789,NA,866,1,0.47748,0.60217,NA,1298,1,-0.020964,0.38789,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,QTRT1,4,0.16437,0.29516,NA,668,1,0.47777,0.60232,NA,1299,1,-0.011243,0.29516,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RC3H2,4,0.35791,0.50281,NA,1090,2,0.47976,0.60325,NA,1300,1,-0.028226,0.50281,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,POLR2I,4,0.14721,0.27677,NA,620,2,0.48061,0.60364,NA,1301,1,-0.13131,0.27677,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MPHOSPH6,4,0.8403,0.84072,NA,1838,0,0.48174,0.60407,NA,1302,1,-0.046047,0.84072,1,0
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,XRCC6,3,0.28675,0.4067,NA,949,1,0.4849,0.53139,NA,1303,1,-0.022168,0.4067,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,POLR2H,3,0.14557,0.24002,NA,614,1,0.48691,0.5327,NA,1304,1,-0.16071,0.24002,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,UNKL,4,0.013055,0.043067,NA,109,2,0.48711,0.60635,NA,1305,1,-0.1119,0.043067,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ZC3HC1,4,0.60217,0.65898,NA,1417,1,0.48823,0.60684,NA,1306,1,0.0017099,0.60684,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MTRF1,4,0.71666,0.73298,NA,1592,1,0.48851,0.60697,NA,1307,1,-0.018114,0.73298,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PURG,4,0.074368,0.16609,0.228733,356,3,0.49019,0.60772,NA,1308,1,-0.16389,0.16609,0.228733,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DMGDH,4,0.83108,0.83153,NA,1817,0,0.49047,0.60787,NA,1309,1,-0.002685,0.83153,1,0
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NTPCR,4,0.0039376,0.014025,NA,42,2,0.49075,0.60796,NA,1310,1,-0.046885,0.014025,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPS21,4,0.41782,0.56643,NA,1216,2,0.49131,0.60818,NA,1311,1,-0.18408,0.56643,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CFAP65,4,0.81813,0.81909,NA,1786,0,0.49243,0.60874,NA,1312,1,0.0022679,0.60874,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DDX3X,4,0.71702,0.73325,NA,1593,1,0.49271,0.6089,NA,1313,1,0.07656,0.6089,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TNRC6B,4,0.09715,0.20861,NA,458,1,0.49327,0.60918,NA,1314,1,-0.02351,0.20861,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RBM44,4,0.4031,0.55097,NA,1182,1,0.49354,0.60931,NA,1315,1,0.013969,0.60931,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SNRPD1,3,0.71236,0.71315,NA,1586,1,0.49379,0.53706,NA,1316,1,-0.021719,0.71315,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PATL2,4,0.79768,0.79922,NA,1743,1,0.49382,0.60942,NA,1317,1,-0.028618,0.79922,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DAZL,4,0.67048,0.70054,NA,1515,1,0.4941,0.60957,NA,1318,1,0.041388,0.60957,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,POLR2G,4,0.036827,0.093464,NA,206,2,0.49438,0.60973,NA,1319,1,-0.16679,0.093464,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CTU1,4,0.87589,0.87643,NA,1911,0,0.49494,0.60999,NA,1320,1,0.042122,0.60999,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SMG8,4,0.31168,0.45314,NA,990,2,0.49521,0.61013,NA,1321,1,-0.051048,0.45314,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RSL1D1,4,0.080569,0.17788,0.228733,386,3,0.49549,0.61022,NA,1322,1,-0.16993,0.17788,0.228733,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MAP1B,4,0.31548,0.4571,NA,998,2,0.49688,0.61087,NA,1323,1,-0.1024,0.4571,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,COPZ1,3,0.18808,0.2949,NA,731,1,0.49776,0.53962,NA,1324,1,-0.023125,0.2949,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,HSP90AB1,4,0.42009,0.5688,NA,1220,2,0.50047,0.61246,NA,1325,1,-0.051636,0.5688,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PTBP1,4,0.10477,0.22222,0.241127,485,3,0.50212,0.61331,NA,1326,1,-0.12867,0.22222,0.241127,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPP40,4,0.60703,0.66168,NA,1423,1,0.50267,0.61357,NA,1327,1,0.035235,0.61357,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ISG20L2,4,0.78582,0.78827,NA,1725,1,0.50322,0.61385,NA,1328,1,0.0035558,0.61385,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPP25,4,0.34869,0.49325,NA,1068,2,0.50377,0.61415,NA,1329,1,-0.013859,0.49325,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DALRD3,4,0.0085705,0.028976,0.144549,74,3,0.50405,0.61427,NA,1330,1,-0.57143,0.028976,0.144549,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CCT3,4,0.16922,0.30016,NA,682,1,0.50487,0.61472,NA,1331,1,-0.092116,0.30016,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EIF5A,2,0.56685,0.56624,NA,1374,0,0.50526,0.50691,NA,1332,1,0.02206,0.50691,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PINX1,4,0.032357,0.084364,NA,191,2,0.50733,0.61575,NA,1333,1,-0.11663,0.084364,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PRPF4,4,0.024009,0.066918,NA,154,2,0.50869,0.61642,NA,1334,1,-0.30413,0.066918,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MTERF4,4,0.30121,0.44211,NA,978,2,0.50896,0.61656,NA,1335,1,-0.028896,0.44211,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SNRNP40,4,0.055403,0.13004,0.216097,283,3,0.51168,0.61792,NA,1336,1,-0.1834,0.13004,0.216097,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PPIF,4,0.64856,0.68642,NA,1485,1,0.51222,0.61818,NA,1337,1,-0.052471,0.68642,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TBRG4,4,0.27444,0.41323,NA,927,1,0.51519,0.61964,NA,1338,1,-0.046877,0.41323,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,BZW1,4,0.28322,0.42257,NA,942,2,0.51734,0.62074,NA,1339,1,-0.090285,0.42257,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ALDH18A1,4,0.36776,0.51348,NA,1118,2,0.51895,0.62143,NA,1340,1,0.051769,0.62143,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RNASE6,3,0.43246,0.49201,NA,1232,1,0.519,0.55422,NA,1341,1,-0.031416,0.49201,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SIDT1,4,0.091983,0.19929,0.234257,441,3,0.52029,0.62203,NA,1342,1,-0.15126,0.19929,0.234257,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,HABP4,4,0.75669,0.76371,NA,1663,1,0.52243,0.62304,NA,1343,1,-0.075227,0.76371,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TGS1,4,0.27886,0.41773,NA,934,2,0.52296,0.62327,NA,1344,1,-0.12406,0.41773,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RRP9,4,0.77556,0.77947,NA,1699,1,0.52376,0.62362,NA,1345,1,0.038005,0.62362,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,XPO4,4,0.20144,0.33442,NA,755,2,0.52456,0.62402,NA,1346,1,-0.090819,0.33442,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EIF2S3,4,0.27225,0.41079,NA,923,1,0.52482,0.62411,NA,1347,1,-0.122,0.41079,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CSTB,4,0.26712,0.40525,NA,906,1,0.52562,0.62449,NA,1348,1,-0.094437,0.40525,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RTL3,4,0.11379,0.23859,NA,530,1,0.52588,0.6246,NA,1349,1,7.0109e-4,0.6246,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TSFM,4,0.0070373,0.023994,0.144549,63,3,0.52668,0.62496,NA,1350,1,-0.25176,0.023994,0.144549,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,POLDIP3,3,0.046073,0.10584,NA,243,1,0.52707,0.55973,NA,1351,1,0.033335,0.55973,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MCAT,4,0.21003,0.34368,NA,776,1,0.52774,0.62547,NA,1352,1,0.044186,0.62547,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,YRDC,4,0.13852,0.26753,NA,601,2,0.52853000000000006,0.62578,NA,1353,1,-0.087111,0.26753,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TNS1,4,0.7974,0.79892,NA,1742,1,0.52879,0.62591,NA,1354,1,0.027521,0.62591,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,LRPPRC,4,0.24404,0.38026,NA,849,2,0.53221,0.62761,NA,1355,1,-0.070235,0.38026,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TENT2,4,0.38752,0.53458,NA,1152,2,0.53274,0.62787,NA,1356,1,0.016932,0.62787,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EIF4E1B,4,0.77661,0.78031,NA,1703,1,0.53379,0.62846,NA,1357,1,-0.032186,0.78031,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CCT2,4,0.31552,0.45713,NA,999,2,0.53405,0.62858,NA,1358,1,-0.08752,0.45713,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ANGEL2,4,0.25411,0.39095,NA,875,2,0.53457,0.62885,NA,1359,1,-0.11581,0.39095,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SARS1,4,0.27549,0.41425,NA,928,2,0.53483,0.62896,NA,1360,1,-0.073365,0.41425,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPL9,4,0.71395,0.73099,NA,1590,1,0.53666,0.62985,NA,1361,1,0.055335,0.62985,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PTH2,4,0.074598,0.16662,NA,358,1,0.53718,0.63006,NA,1362,1,0.037655,0.63006,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,C9ORF129,4,0.082017,0.18058,NA,394,2,0.539,0.6309,NA,1363,1,-0.019088,0.18058,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MEX3C,4,0.45488,0.58436,NA,1254,1,0.54004,0.63144,NA,1364,1,-0.033496,0.58436,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EIF3B,4,0.65758,0.69194,NA,1494,1,0.54055,0.63171,NA,1365,1,0.16685,0.63171,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPL45,4,0.16292,0.29367,NA,664,2,0.54107,0.63202,NA,1366,1,-0.027911,0.29367,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CAND1,4,0.088323,0.19258,0.233126,424,3,0.54159,0.63223,NA,1367,1,-0.090247,0.19258,0.233126,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RNASE8,4,0.054037,0.12756,NA,278,2,0.54314,0.63313,NA,1368,1,-0.072756,0.12756,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPS12,4,0.539,0.62449,NA,1338,1,0.54391,0.6335,NA,1369,1,0.089598,0.6335,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TLE5,4,0.081257,0.17911,0.228808,390,3,0.54417,0.63362,NA,1370,1,-0.12024,0.17911,0.228808,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PAPOLA,4,0.94082,0.94133,NA,2040,0,0.54545,0.6342,NA,1371,1,0.058587,0.6342,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CNOT11,4,0.016479,0.050726,0.164709,122,3,0.54571,0.63434,NA,1372,1,-0.25012,0.050726,0.164709,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,IFI16,4,0.35258,0.49718,NA,1077,2,0.54597,0.63447,NA,1373,1,-0.077041,0.49718,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRTO4,4,0.77812,0.78167,NA,1708,1,0.54827,0.63559,NA,1374,1,-0.037994,0.78167,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ZNF579,4,0.75166,0.75977,NA,1658,1,0.54878,0.63588,NA,1375,1,-0.035281,0.75977,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PCSK9,4,0.12342,0.25193,NA,564,2,0.55159,0.63726,NA,1376,1,-0.11645,0.25193,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CWC27,4,0.26035,0.39788,NA,890,2,0.55286,0.63784,NA,1377,1,-0.077926,0.39788,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TFB1M,4,0.003247,0.011806,0.126057,34,3,0.55311,0.63797,NA,1378,1,-0.27327,0.011806,0.126057,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PPIL3,4,0.30462,0.44569,NA,984,2,0.55362,0.63824,NA,1379,1,-0.060711,0.44569,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,INTS2,4,0.0062523,0.021498,0.141274,59,3,0.55438,0.63864,NA,1380,1,-0.46101,0.021498,0.141274,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,HEXIM2,4,0.20274,0.33568,NA,758,2,0.55463,0.63877,NA,1381,1,-0.1338,0.33568,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,BOLL,4,0.29286,0.43289,NA,960,2,0.55488,0.6389,NA,1382,1,-0.13495,0.43289,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CPLX2,4,0.18135,0.31307,NA,710,2,0.55564,0.63924,NA,1383,1,-0.073815,0.31307,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MTERF1,4,0.34095,0.48438,NA,1059,1,0.55589,0.63938,NA,1384,1,-3.0885e-4,0.48438,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EEF1B2,4,0.051898,0.12338,0.215519,268,3,0.55665,0.63975,NA,1385,1,-0.12417,0.12338,0.215519,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NPM2,4,0.8563,0.85697,NA,1871,0,0.5569,0.63988,NA,1386,1,0.027391,0.63988,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MARF1,4,0.60426,0.66019,NA,1419,1,0.55841,0.64072,NA,1387,1,0.067663,0.64072,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DHX15,4,0.11082,0.23328,NA,512,2,0.56167,0.64246,NA,1388,1,-0.16682,0.23328,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ARL6IP4,4,0.88347,0.88435,NA,1926,0,0.56242,0.64283,NA,1389,1,0.011426,0.64283,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NSRP1,4,0.6652,0.69716,NA,1503,1,0.56342,0.64343,NA,1390,1,0.070944,0.64343,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SERPINH1,4,0.77827,0.78181,NA,1709,1,0.56416,0.64382,NA,1391,1,-0.047159,0.78181,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EARS2,4,0.29139,0.43129,NA,956,2,0.56441,0.64398,NA,1392,1,-0.060375,0.43129,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,AARS2,4,0.17245,0.30361,NA,688,1,0.56491,0.64425,NA,1393,1,-0.0045369,0.30361,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,R3HDM1,4,0.17767,0.30917,NA,703,2,0.56541,0.64443,NA,1394,1,-0.15375,0.30917,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PDCD7,4,0.46887,0.59085,NA,1267,1,0.5659,0.6447,NA,1395,1,0.01974,0.6447,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPS25,4,0.63438,0.67768,NA,1457,1,0.56615,0.64481,NA,1396,1,0.029252,0.64481,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PTCD3,4,0.75524,0.76268,NA,1662,1,0.5664,0.64496,NA,1397,1,-0.0042434,0.76268,1,1
