gene,day,lfc,essential,n
NUDT21,21,-3.0248,essential,785
PPP1R10,5,-0.88155,essential,785
ISY1,13,-2.4953,essential,785
PCBP2,21,-1.7924,essential,785
EIF2AK2,5,-0.33922,non-essential,1401
POLR2J,13,-3.8003,non-essential,1401
NOL10,21,-2.2221,essential,785
RPL29,5,-1.9514,non-essential,1401
VCP,13,-3.8003,essential,785
UBA52,21,-3.4621,essential,785
ENDOU,5,-0.4636,non-essential,1401
EIF4A1,13,-2.8317,essential,785
SETD1B,21,-2.7846,non-essential,1401
HMGA1,5,-0.723,essential,785
SNRPF,13,-3.1697,essential,785
MAK16,21,-1.9845,essential,785
RPS6,5,-0.87646,essential,785
ELP5,13,-1.9905,essential,785
CIAO1,21,-1.6766,essential,785
ZCCHC17,5,0.17576,non-essential,1401
MRPL10,13,-1.913,essential,785
GNL2,21,-1.3119,essential,785
RBM11,5,-0.60056,non-essential,1401
ACTR1A,13,-2.7668,essential,785
TOE1,21,-2.4266,non-essential,1401
EMB,5,-0.34961,non-essential,1401
MRPL53,13,-1.7278,essential,785
RCC1L,21,-2.3948,non-essential,1401
PCF11,5,-0.6663,essential,785
WDR6,13,-0.14637,non-essential,1401
PWP2,21,-1.8733,essential,785
DDX19A,5,-0.62985,non-essential,1401
NUP98,13,-2.9971,essential,785
NOL12,21,-2.0884,essential,785
RNPS1,5,-0.55422,essential,785
RPS21,13,-1.7495,essential,785
WDR5,21,-2.8514,essential,785
RPL23,5,-0.523,essential,785
RPLP1,13,-2.2548,essential,785
DDX49,21,-2.879,essential,785
APTX,5,-0.31039,non-essential,1401
MRPS33,13,-1.7937,non-essential,1401
MRPL43,21,-3.0225,essential,785
U2SURP,5,-0.52998,essential,785
THG1L,13,-1.8564,essential,785
VIRMA,21,-1.8332,essential,785
MTO1,5,-0.55413,non-essential,1401
DDX19A,13,-2.4944,non-essential,1401
CCDC137,21,-0.28476,non-essential,1401
AKAP1,5,-0.77125,non-essential,1401
RPS25,13,-2.4236,essential,785
MTIF2,21,-2.5709,non-essential,1401
PSMD4,5,-1.0457,essential,785
RPL17-C18ORF32,13,-1.9881,non-essential,1401
RPL13,21,-2.0343,essential,785
H1-5,5,-0.057858,non-essential,1401
UBA1,13,-3.5674,essential,785
RPL5,21,-1.9774,essential,785
PCDH20,5,-0.37513,non-essential,1401
MRPS34,13,-2.4537,essential,785
RPL10A,21,-2.5899,essential,785
MIF4GD,5,-0.26496,non-essential,1401
MFAP1,13,-3.0925,essential,785
EIF4A3,21,-3.4272,essential,785
HARS1,5,-0.59247,essential,785
DLX5,13,-1.7332,non-essential,1401
SNRNP40,21,-2.4981,essential,785
EIF3F,5,-1.2609,essential,785
RBM19,13,-2.7587,essential,785
DHX36,21,-2.6767,essential,785
NACA,5,-0.80622,essential,785
RNASEL,13,0.31341,non-essential,1401
PRPF38A,21,-1.5731,essential,785
EIF4E,5,-1.3375,essential,785
RBM22,13,-2.2283,essential,785
FBRSL1,21,1.5468,non-essential,1401
EEF1E1,5,-0.64883,non-essential,1401
RCL1,13,-2.9968,essential,785
TUBGCP3,21,-1.2249,essential,785
RPS8,5,-1.2094,essential,785
QRSL1,13,-2.0045,non-essential,1401
UTP14A,21,-2.3634,non-essential,1401
ADAD2,5,-0.66468,non-essential,1401
HARS1,13,-2.2635,essential,785
LSM4,21,-2.6978,essential,785
RPL4,5,-0.80948,essential,785
EXOSC9,13,-2.339,essential,785
RPS28,21,-3.3785,essential,785
SLA,5,-0.54634,non-essential,1401
CCT7,13,-2.6678,essential,785
SETX,21,-1.3346,non-essential,1401
EIF1AD,5,-1.6577,essential,785
ATP5F1B,13,-3.2646,essential,785
LUC7L2,21,-1.4492,non-essential,1401
TPX2,5,-0.83267,essential,785
POLR2E,13,-2.004,essential,785
DKC1,21,-2.0843,essential,785
RPS27,5,-1.1082,non-essential,1401
RBM7,13,0.25744,non-essential,1401
DAP3,21,-1.6815,essential,785
TDRD1,5,-0.47611,non-essential,1401
ENO1,13,-1.3048,non-essential,1401
NMT1,21,-2.7443,non-essential,1401
MRPL30,5,-0.48577,non-essential,1401
SUPT5H,13,-2.8393,essential,785
PINX1,21,-2.1527,non-essential,1401
XPO1,5,-0.65934,essential,785
PRPF38A,13,-2.0244,essential,785
COA6,21,-2.1599,non-essential,1401
AFDN,5,-0.30723,non-essential,1401
TPR,13,-1.8811,essential,785
LSM6,21,-1.7445,essential,785
CEBPZ,5,-1.0183,essential,785
C9ORF114,13,-2.6912,non-essential,1401
WDR6,21,-0.46545,non-essential,1401
EIF3CL,5,-0.99529,non-essential,1401
C12ORF65,13,-0.1788,non-essential,1401
FEN1,21,-2.9015,essential,785
THUMPD3,5,-0.19118,non-essential,1401
CHCHD1,13,-1.7731,essential,785
RCL1,21,-2.588,essential,785
ELP2,5,-0.20198,non-essential,1401
GEMIN7,13,-1.9049,essential,785
BOP1,21,-2.989,essential,785
HADHB,5,-0.79477,non-essential,1401
TOP2A,13,-1.1507,essential,785
RTCB,21,-2.1512,essential,785
BUD13,5,-0.51986,essential,785
CPSF4,13,-1.4389,essential,785
MRPL44,21,-2.8503,non-essential,1401
BUD23,5,-0.86764,essential,785
DDX27,13,-2.8431,essential,785
SNU13,21,-1.4477,essential,785
IDH1,5,-1.0058,non-essential,1401
SETX,13,-1.8923,non-essential,1401
HSD17B10,21,-2.7012,non-essential,1401
CTNNA1,5,-0.99012,non-essential,1401
FBRSL1,13,1.1886,non-essential,1401
NCBP1,21,-2.2331,essential,785
GLE1,5,-0.42824,essential,785
RPL11,13,-2.3102,essential,785
TXN,21,-3.3811,essential,785
DDX3X,5,-0.31377,essential,785
CIAO1,13,-1.7334,essential,785
RPS17,21,-1.7544,essential,785
RBM6,5,-1.0841,non-essential,1401
SAP30BP,13,-2.822,essential,785
SRRT,21,-1.7054,essential,785
BRIX1,5,-0.46704,essential,785
XRN2,13,-1.9143,essential,785
POLR2H,21,-2.027,essential,785
BTF3,5,-0.46364,essential,785
DDX47,13,-2.6806,essential,785
TFB2M,21,-1.5496,essential,785
NUP98,5,-0.098754,essential,785
RPL36AL,13,-2.4227,essential,785
RACK1,21,-2.0834,essential,785
MRPS17,5,-0.66573,non-essential,1401
MRPS12,13,-2.5851,essential,785
UBE2M,21,-1.8814,essential,785
MRPS12,5,-0.66241,essential,785
UTP15,13,-2.2528,essential,785
CCT4,21,-2.008,essential,785
POP1,5,-0.54709,essential,785
LSM3,13,-2.8693,essential,785
RPS27A,21,-2.3073,essential,785
LSM7,5,-0.74242,essential,785
YTHDC1,13,-1.7472,essential,785
UBTF,21,-1.8775,essential,785
RNPC3,5,-0.50289,essential,785
DDX42,13,-1.0716,essential,785
NOP53,21,-1.8675,essential,785
CPNE3,5,-0.32197,non-essential,1401
COA6,13,-1.2707,non-essential,1401
TFB1M,21,-2.6068,non-essential,1401
EBNA1BP2,5,-1.1255,essential,785
GEMIN6,13,-2.8341,essential,785
UTP15,21,-2.2037,essential,785
FKBP1A,5,-0.53239,non-essential,1401
PPWD1,13,-1.1293,essential,785
METTL3,21,-1.1544,essential,785
ZC3HAV1L,5,-0.83498000000000006,non-essential,1401
EIF3C,13,-1.5773,non-essential,1401
QRSL1,21,-2.3067,non-essential,1401
EBP,5,-0.87256,non-essential,1401
RPL7A,13,-2.5984,essential,785
NMD3,21,-1.6714,essential,785
TSNAX,5,-0.96023,non-essential,1401
URM1,13,-2.1723,essential,785
SRSF3,21,-2.2334,essential,785
SLC16A3,5,0.19081,non-essential,1401
RNMT,13,-2.1182,essential,785
PSMD11,21,-2.4735,essential,785
HNRNPA1L2,5,-0.98194,non-essential,1401
RPS2,13,-3.1181,essential,785
SMAD6,21,-0.099149,non-essential,1401
EIF4G1,5,-0.35421,essential,785
SETD1A,13,-2.3965,essential,785
DGCR8,21,-2.7155,essential,785
PNRC2,5,-0.41414,non-essential,1401
RPS26,13,-2.3932,non-essential,1401
RPL18A,21,-2.4975,essential,785
PRKRA,5,-0.25777,essential,785
SRPRA,13,-2.5529,essential,785
KARS1,21,-2.5017,essential,785
KHDC1L,5,-0.36424,non-essential,1401
PUM2,13,0.047644,non-essential,1401
CARS1,21,-2.3443,essential,785
SF3B6,5,-0.6392,essential,785
SRSF10,13,-0.96934,essential,785
PSMB1,21,-1.0802,essential,785
KHSRP,5,-1.2218,non-essential,1401
NOB1,13,-1.5685,essential,785
GTF3A,21,-2.8314,essential,785
ADAR,5,-0.46466,non-essential,1401
RPTOR,13,-2.871,essential,785
SNRPG,21,-2.7596,essential,785
SPAG9,5,-0.23347,non-essential,1401
PSMA2,13,-1.5222,essential,785
DDX42,21,-2.3238,essential,785
ENDOG,5,-1.0364,non-essential,1401
PSMD4,13,-2.5824,essential,785
SNUPN,21,-2.0703,essential,785
TRA2B,5,-0.63262,essential,785
RANGRF,13,-0.76918,non-essential,1401
ISG20L2,21,-2.0113,essential,785
MRPL3,5,-0.8947,non-essential,1401
MRPL46,13,-1.7131,non-essential,1401
PUM2,21,-0.2379,non-essential,1401
SF3B5,5,-0.67991,essential,785
MRPL33,13,-2.5802,non-essential,1401
MTPAP,21,-2.6546,non-essential,1401
ENDOV,5,0.43977,non-essential,1401
CC2D1B,13,-0.94274,non-essential,1401
DDX41,21,-2.0483,essential,785
LLPH,5,-0.40118,essential,785
RBBP6,13,-2.2801,essential,785
LONP1,21,-2.9304,essential,785
MRTO4,5,-0.56023,essential,785
HNRNPL,13,-1.4563,essential,785
POLR2B,21,-1.4085,essential,785
FNDC3A,5,-0.20252,non-essential,1401
METTL16,13,-2.2781,essential,785
PSMD7,21,-2.5841,essential,785
RPL10,5,-0.77757,essential,785
RPS4X,13,-2.1245,essential,785
RPL7A,21,-2.6205,essential,785
MPHOSPH6,5,-0.53645,non-essential,1401
RPLP2,13,-2.1143,essential,785
SUPT4H1,21,-2.8865,essential,785
NUP93,5,-0.13178,essential,785
MRPS5,13,-1.2346,essential,785
SAP18,21,-2.3311,essential,785
RNASEH1,5,-1.1109,non-essential,1401
BLTP2,13,-2.462,non-essential,1401
NVL,21,-1.3744,essential,785
BRF2,5,-0.85707,essential,785
NCBP2,13,-2.7776,essential,785
RNASEH2A,21,-2.0163,non-essential,1401
PELO,5,-0.89775,essential,785
SNW1,13,-2.1039,essential,785
OSGEP,21,-1.1663,essential,785
ZC3H18,5,-0.7967,essential,785
MRPS30,13,-2.6241,non-essential,1401
RUVBL2,21,-1.6189,essential,785
PUS7L,5,-0.10272,non-essential,1401
EIF3F,13,-2.6313,essential,785
RPS8,21,-2.3312,essential,785
PSMB1,5,0.045517,essential,785
MTREX,13,-1.8993,essential,785
EIF4H,21,0.30196,non-essential,1401
SYNCRIP,5,-1.1482,non-essential,1401
RPL5,13,-2.1374,essential,785
RPLP1,21,-2.422,essential,785
PRPF38B,5,-0.38791,essential,785
PCBP1,13,-2.2228,essential,785
WARS2,21,-2.2091,essential,785
PDCD4,5,-0.17714,non-essential,1401
TSR1,13,-2.1387,essential,785
AARS1,21,-2.7978,essential,785
RPP14,5,-0.25828,essential,785
RPS15A,13,-2.5028,essential,785
TDRD7,21,0.27676,non-essential,1401
ELAPOR1,5,0.049875,non-essential,1401
RPL36A,13,-0.29085,essential,785
INTS4,21,-2.7689,essential,785
COPG1,5,-0.63182,essential,785
RTCB,13,-2.4975,essential,785
CPSF4,21,-2.4876,essential,785
RPL22,5,-0.55378,essential,785
RPL13,13,-2.103,essential,785
CEBPZ,21,-2.5987,essential,785
PRPF4B,5,-0.78842,essential,785
MRPS17,13,-2.9313,non-essential,1401
HUWE1,21,-2.0025,essential,785
FADS2,5,-0.54305,non-essential,1401
RPUSD4,13,-1.6493,non-essential,1401
CDK9,21,-2.0938,essential,785
MRPL13,5,-0.57242,non-essential,1401
RPL34,13,-1.8982,non-essential,1401
RPS21,21,-2.5955,essential,785
CGN,5,-0.34257,non-essential,1401
ABCF1,13,-1.5895,essential,785
SART1,21,-0.87683,essential,785
COPS2,5,-0.71881,essential,785
RPS27,13,-2.0545,non-essential,1401
MRPL32,21,-1.8549,essential,785
SNRPD1,5,-0.63293,essential,785
FCF1,13,-1.8562,essential,785
ACTR1A,21,-2.4406,essential,785
TCP1,5,-1.02,essential,785
LSM7,13,-2.1418,essential,785
ATP1A1,21,-1.4415,non-essential,1401
CACTIN,5,-0.47304,essential,785
MRPS25,13,-2.0794,non-essential,1401
CC2D1B,21,-0.35797,non-essential,1401
HNRNPK,5,-0.23099,essential,785
UTP4,13,-2.4147,essential,785
EIF2B1,21,-2.3717,essential,785
CLK3,5,-0.88442,non-essential,1401
BOP1,13,-1.4144,essential,785
LIMA1,21,-1.6461,non-essential,1401
ALKBH3,5,-0.48544,non-essential,1401
PNPT1,13,-2.7988,essential,785
CSE1L,21,-2.268,essential,785
ETF1,5,-0.82654,essential,785
RPS6,13,-2.4207,essential,785
SNTB2,21,1.0252,non-essential,1401
TSR2,5,-0.61005,essential,785
PSMB3,13,-2.9028,essential,785
SSU72,21,-2.5468,essential,785
MKI67,5,-0.71456,non-essential,1401
DHX16,13,-2.086,essential,785
DDX3X,21,-2.574,essential,785
RPL28,5,-0.10027,essential,785
RPL35,13,-2.5234,essential,785
KPNB1,21,-2.3414,essential,785
GTPBP1,5,-0.37108,non-essential,1401
TUBA1B,13,-1.7723,essential,785
RANGRF,21,-1.1006,non-essential,1401
RPL18A,5,-0.70249,essential,785
RRP9,13,-2.1228,essential,785
EIF2B4,21,-2.6206,essential,785
RPS9,5,-1.0196,essential,785
HSPA8,13,-1.341,essential,785
SRSF7,21,-2.0769,essential,785
KRT18,5,-1.0883,non-essential,1401
WDR33,13,-2.7513,essential,785
RPS27,21,-1.4687,non-essential,1401
RPL3,5,-0.63488,essential,785
TARS1,13,-2.3683,essential,785
GATB,21,-2.6962,non-essential,1401
TTF2,5,-0.67425,essential,785
CNOT3,13,-1.8678,essential,785
FCF1,21,-2.1827,essential,785
H1-2,5,-0.49892,non-essential,1401
TSR2,13,-2.3119,essential,785
MRPL51,21,-2.0447,non-essential,1401
EWSR1,5,-0.85302,essential,785
WDR75,13,-1.2143,essential,785
CSTF1,21,-1.9732,essential,785
RPSA,5,-0.94996,essential,785
URB1,13,-1.7734,essential,785
ELP4,21,-1.5833,essential,785
CDC5L,5,-0.55839,essential,785
EARS2,13,-1.9462,non-essential,1401
CCT8,21,-1.5425,essential,785
THRAP3,5,-0.44667,non-essential,1401
IMP3,13,-2.2718,essential,785
PSMA2,21,-2.6849,essential,785
DSP,5,-0.42898,non-essential,1401
INTS1,13,-2.8836,essential,785
POLR1E,21,-1.7109,essential,785
SRSF7,5,-0.6051,essential,785
SNRPD1,13,-2.969,essential,785
MRPL17,21,-1.7092,non-essential,1401
RBMXL1,5,-0.70784,essential,785
PSMA3,13,-1.8698,essential,785
RAN,21,-2.0183,essential,785
MMAA,5,-0.42178,non-essential,1401
EIF3D,13,-1.6614,essential,785
MRPL13,21,-2.5225,non-essential,1401
HNRNPLL,5,-0.20244,non-essential,1401
DKC1,13,-1.915,essential,785
NPM1,21,-2.3377,essential,785
DDX56,5,-0.74248,essential,785
SRSF1,13,-2.427,essential,785
YARS1,21,-2.4437,essential,785
PSMA4,5,-0.70359,essential,785
PRORP,13,-2.3639,non-essential,1401
FARSA,21,-1.4702,essential,785
UTP14A,5,-0.42073,non-essential,1401
POLR2I,13,-1.4266,essential,785
POLR2E,21,-1.5821,essential,785
PABPC1L,5,-0.65344,non-essential,1401
HSPA9,13,-1.4538,essential,785
RAE1,21,-2.7421,essential,785
EIF3D,5,-0.38847,essential,785
EIF4E,13,-3.3716,essential,785
MRPS24,21,-1.6997,non-essential,1401
MRPS18C,5,-0.59142,non-essential,1401
RPL36,13,-2.0602,essential,785
RPL8,21,-2.37,essential,785
FAM98B,5,-0.53967,non-essential,1401
SNRNP70,13,-2.3681,essential,785
HNRNPK,21,-2.5103,essential,785
DDX54,5,-0.44272,essential,785
NOL9,13,-2.2016,essential,785
TUT1,21,-3.1865,essential,785
SF3B4,5,-1.0452,essential,785
DHX33,13,-2.5041,essential,785
RPS16,21,-2.3942,essential,785
SMAD1,5,-0.57533,non-essential,1401
EXOSC2,13,-2.746,essential,785
MARS2,21,-1.6931,essential,785
CDK11B,5,-0.64827,non-essential,1401
EIF1AX,13,-2.0246,essential,785
SF3B4,21,-3.0294,essential,785
RPL12,5,-0.81929,essential,785
STX18,13,-2.8856,essential,785
HSPA8,21,-2.5513,essential,785
DCAF13,5,-0.2797,non-essential,1401
CDC5L,13,-1.6393,essential,785
UTP3,21,-2.9297,essential,785
LRPPRC,5,-0.32243,non-essential,1401
THOC1,13,-1.7744,essential,785
EPRS1,21,-2.4606,essential,785
MRPS23,5,-0.25645,non-essential,1401
ELP4,13,-1.6509,essential,785
TUFM,21,-2.7098,non-essential,1401
LSM5,5,-0.59184,essential,785
DIMT1,13,-2.9647,essential,785
ALG13,21,-0.78034,essential,785
FTO,5,-0.9633,non-essential,1401
EXOSC4,13,-1.7836,essential,785
MRPL52,21,-2.0947,non-essential,1401
RRP36,5,-0.40374,non-essential,1401
EIF5,13,-1.6866,essential,785
MARS1,21,-2.4937,essential,785
GPATCH1,5,-0.90457,non-essential,1401
LUC7L3,13,-1.6783,essential,785
SF3B3,21,-2.0247,essential,785
PPIL4,5,-0.69793,essential,785
XPO5,13,-1.0843,essential,785
ERAL1,21,-2.404,non-essential,1401
MRM1,5,-0.17866,non-essential,1401
PPIL4,13,-3.31,essential,785
IPO9,21,-1.2073,essential,785
CCT7,5,-0.16884,essential,785
MRPL37,13,-2.155,essential,785
INTS11,21,-2.4139,essential,785
RNGTT,5,-0.69777,essential,785
CDK11B,13,-1.2457,non-essential,1401
RPS19,21,-2.0788,essential,785
POLR2G,5,-0.33015,essential,785
DZIP1L,13,0.71362,non-essential,1401
NSF,21,-1.2805,essential,785
NOP58,5,-0.63983,essential,785
METTL3,13,-1.3747,essential,785
TRMT6,21,-1.9918,non-essential,1401
MTAGBFP2,5,-0.3737,non-essential,1401
BRIX1,13,-2.4076,essential,785
PRPF8,21,-1.7397,essential,785
ZC3H12D,5,-0.98394,non-essential,1401
UTP11,13,-2.5528,essential,785
MRPL27,21,-2.659,essential,785
MEX3A,5,-0.14134,non-essential,1401
MRPL51,13,-1.2175,non-essential,1401
SNW1,21,-2.2465,essential,785
KNOP1,5,-0.72378,non-essential,1401
MTPAP,13,-1.6052,non-essential,1401
MTREX,21,-1.692,essential,785
PEF1,5,-0.84892,non-essential,1401
UTP14A,13,-2.5471,non-essential,1401
DDX18,21,-1.4895,essential,785
SURF6,5,-0.9065,essential,785
TTF2,13,-2.1691,essential,785
EXOSC9,21,-2.455,essential,785
NXT1,5,-0.97954,non-essential,1401
POLR2G,13,-2.1825,essential,785
GPKOW,21,-2.2985,essential,785
LIN28A,5,-0.1021,non-essential,1401
RC3H2,13,-0.035412,non-essential,1401
IPO13,21,-1.993,essential,785
RNASE10,5,-0.70405,non-essential,1401
CWC25,13,-1.5262,non-essential,1401
EIF5A,21,-2.8445,essential,785
TNPO3,5,-0.62288,essential,785
DDX56,13,-1.1453,essential,785
PRPF3,21,-2.2572,essential,785
MRPL21,5,-0.51536,essential,785
NOP2,13,-1.3528,essential,785
U2AF1,21,-3.1257,essential,785
RPS11,5,-0.96072,essential,785
RPS19BP1,13,-1.4762,essential,785
MRPS6,21,-2.7677,non-essential,1401
IQCG,5,-0.51244,non-essential,1401
PSMB1,13,-1.8481,essential,785
GEMIN6,21,-2.1196,essential,785
TRMT1,5,-0.35944,non-essential,1401
NUP93,13,-2.4062,essential,785
LSM5,21,-3.1226,essential,785
C9ORF156,5,-0.17604,non-essential,1401
NOC4L,13,-2.5924,essential,785
DDX20,21,-2.5012,essential,785
ZFC3H1,5,-0.43724,non-essential,1401
UTP20,13,-3.1909,essential,785
SARS2,21,-1.396,essential,785
LRRFIP2,5,-0.11167,non-essential,1401
DCAF13,13,-2.5361,non-essential,1401
DICER1,21,-2.5715,non-essential,1401
TMA16,5,-0.57674,essential,785
ALYREF,13,-1.1174,essential,785
RPUSD3,21,-1.4447,non-essential,1401
EIF4G3,5,-0.7085,non-essential,1401
NOC2L,13,-2.7644,essential,785
CWC15,21,-2.5465,non-essential,1401
DLD,5,-0.30472,non-essential,1401
INTS2,13,-1.8397,essential,785
SLIRP,21,-2.3844,non-essential,1401
TRPT1,5,-0.38823,non-essential,1401
GAPDH,13,-2.1982,essential,785
RPL22,21,-3.1006,essential,785
STX18,5,-0.96663,essential,785
GEMIN4,13,-1.8494,essential,785
CYCS,21,-2.2265,essential,785
S100A16,5,0.026165,non-essential,1401
SUPT4H1,13,-2.3752,essential,785
ENO1,21,-1.1813,non-essential,1401
RPL30,5,-0.78649,essential,785
SNRNP200,13,-2.2261,essential,785
EIF4G1,21,-2.4135,essential,785
EIF1AY,5,-0.42617,non-essential,1401
MRPL19,13,-1.5714,non-essential,1401
RPS2,21,-2.5859,essential,785
POP7,5,-0.17612,essential,785
MRPL4,13,-2.4308,essential,785
HARS2,21,-2.5678,non-essential,1401
ZC3H14,5,-0.52803,non-essential,1401
HNRNPH1,13,-2.351,essential,785
DHX37,21,-1.3532,essential,785
ZNF598,5,-0.0029159,non-essential,1401
TPRKB,13,-2.0846,non-essential,1401
COPG1,21,-2.2341,essential,785
MRPL9,5,-0.18276,non-essential,1401
RCC1L,13,-1.3277,non-essential,1401
RPL31,21,-2.4881,essential,785
C1QBP,5,-0.30542,non-essential,1401
CSE1L,13,-2.1618,essential,785
POLR2J,21,-3.0847,non-essential,1401
GTPBP4,5,-0.60863,essential,785
CPSF6,13,-2.1442,essential,785
VCP,21,-3.0847,essential,785
SUPT5H,5,-0.58094,essential,785
CACTIN,13,-1.8029,essential,785
POLR2L,21,-2.4922,essential,785
RNASEH2B,5,0.079651,non-essential,1401
ISCU,13,-2.2889,essential,785
TBL3,21,-2.3553,essential,785
RPF2,5,-0.18655,essential,785
PRPF38B,13,-2.1122,essential,785
BMS1,21,-1.7449,essential,785
IGF2BP1,5,-0.60587,non-essential,1401
TBL3,13,-2.4762,essential,785
URB1,21,-1.1548,essential,785
TRIM71,5,-0.53594,non-essential,1401
PINX1,13,-2.4529,non-essential,1401
DDX21,21,-2.2041,essential,785
CANX,5,-0.4074,non-essential,1401
MRM2,13,-2.1277,non-essential,1401
UBA1,21,-2.8521,essential,785
MRPS27,5,-0.27067,non-essential,1401
IPO13,13,-1.7873000000000001,essential,785
NACA,21,-2.541,essential,785
RPL36AL,5,-0.8391,essential,785
THRAP3,13,-1.8761,non-essential,1401
PSMA3,21,-2.2115,essential,785
MRPL39,5,-0.40047,non-essential,1401
U2AF2,13,-1.6441,essential,785
NOA1,21,-1.6679,non-essential,1401
DCP2,5,-0.17363,non-essential,1401
ERAL1,13,-0.78581,non-essential,1401
MRPS5,21,-1.8748,essential,785
SUPT6H,5,-0.32504,essential,785
RPL30,13,-2.5041,essential,785
CHCHD1,21,-1.6928,essential,785
UTP6,5,-0.56143,essential,785
MRPL39,13,-2.103,non-essential,1401
ABT1,21,-1.6297,essential,785
ZNF106,5,-0.39412,non-essential,1401
MRPS27,13,-2.2154,non-essential,1401
SRSF10,21,-0.90897,essential,785
LGALS3,5,-0.18245,non-essential,1401
PABPC1,13,-2.4056,essential,785
SBDS,21,-2.1821,essential,785
RAVER1,5,0.60243,non-essential,1401
SSU72,13,-1.4383,essential,785
SHQ1,21,-1.0527,essential,785
RPS28,5,-0.39534,essential,785
KRR1,13,-2.2642,essential,785
NXF1,21,-0.85382,essential,785
ARHGEF28,5,-0.53612,non-essential,1401
GARS1,13,-2.2263,essential,785
POP7,21,-1.5877,essential,785
ZNF768,5,-0.23993,non-essential,1401
MRPL47,13,-1.0854,non-essential,1401
WARS1,21,-1.7325,essential,785
YTHDC1,5,-0.17346,essential,785
NMT1,13,-1.3043,non-essential,1401
SMN2,21,-2.0379,non-essential,1401
RIGI,5,-0.18552,non-essential,1401
ZNHIT6,13,-2.3156,essential,785
DIS3,21,-2.1741,essential,785
MPP4,5,-0.56256,non-essential,1401
DDX46,13,-1.5395,essential,785
RPS4X,21,-1.4114,essential,785
NOS1,5,0.19449,non-essential,1401
MRPS14,13,-1.2955,essential,785
WDR75,21,-0.82457,essential,785
ZCCHC9,5,-0.7858,essential,785
WDR36,13,-2.6591,essential,785
SF3B6,21,-2.1989,essential,785
ASH1L,5,-0.81322,non-essential,1401
MRPL41,13,-2.5993,essential,785
NUBP1,21,-1.774,essential,785
PUS1,5,-0.46286,non-essential,1401
HSD17B10,13,-1.0655,non-essential,1401
UTP11,21,-1.8381,essential,785
FLNB,5,-0.737,non-essential,1401
ATP2A2,13,-3.1182,essential,785
DLX5,21,-1.5079,non-essential,1401
TUBB,5,0.014906,essential,785
EXOSC10,13,-2.2471,non-essential,1401
THG1L,21,-1.7034,essential,785
TARBP1,5,-0.37157,non-essential,1401
NMD3,13,-1.6862,essential,785
ELP3,21,-2.1775,essential,785
EXOG,5,-0.68689,non-essential,1401
RUVBL2,13,-2.6638,essential,785
RPL17-C18ORF32,21,-2.0264,non-essential,1401
RP9,5,-0.33755,non-essential,1401
RNPS1,13,-2.1428,essential,785
MRPL53,21,-1.8097,essential,785
MFAP1,5,-0.66411,essential,785
CPSF3,13,-1.9482,essential,785
GNL3,21,-1.5891,essential,785
DAZ1,5,-0.68216,non-essential,1401
RPUSD3,13,-0.97701,non-essential,1401
DDX19A,21,-1.7822,non-essential,1401
NSRP1,5,-0.43398,non-essential,1401
NOA1,13,-0.68463,non-essential,1401
RPTOR,21,-2.1167,essential,785
N4BP1,5,-0.3253,non-essential,1401
RPN1,13,-3.0975,essential,785
BLTP2,21,-2.1244,non-essential,1401
NOLC1,5,-0.73341,essential,785
EXOSC7,13,-1.8557,essential,785
SRSF1,21,-2.2057,essential,785
MRPS2,5,-0.75761,non-essential,1401
PSMA4,13,-2.5632,essential,785
TSEN15,21,-1.1612,non-essential,1401
LSG1,5,-0.22654,essential,785
CPSF1,13,-2.2327,essential,785
RC3H2,21,0.31954,non-essential,1401
