Distance (mm),Absorbance,sgRNA,Treatment,nuclease
51.2,0.027207999999999996,FLUC,HHT,- micrococcal nuclease
51.3,0.027174000000000004,FLUC,HHT,- micrococcal nuclease
51.4,0.027098999999999998,FLUC,HHT,- micrococcal nuclease
51.5,0.028869999999999993,FLUC,HHT,- micrococcal nuclease
51.6,0.028325000000000003,FLUC,HHT,- micrococcal nuclease
51.7,0.028771999999999992,FLUC,HHT,- micrococcal nuclease
51.8,0.027456999999999995,FLUC,HHT,- micrococcal nuclease
51.9,0.028697,FLUC,HHT,- micrococcal nuclease
52,0.029480999999999993,FLUC,HHT,- micrococcal nuclease
52.1,0.029072,FLUC,HHT,- micrococcal nuclease
52.2,0.027894000000000002,FLUC,HHT,- micrococcal nuclease
52.3,0.030190999999999996,FLUC,HHT,- micrococcal nuclease
52.4,0.030546000000000004,FLUC,HHT,- micrococcal nuclease
52.5,0.029729999999999993,FLUC,HHT,- micrococcal nuclease
52.6,0.030944,FLUC,HHT,- micrococcal nuclease
52.7,0.030893000000000004,FLUC,HHT,- micrococcal nuclease
52.8,0.02995099999999999,FLUC,HHT,- micrococcal nuclease
52.89,0.031846,FLUC,HHT,- micrococcal nuclease
53,0.031150999999999998,FLUC,HHT,- micrococcal nuclease
53.1,0.030731999999999995,FLUC,HHT,- micrococcal nuclease
53.19,0.030563999999999994,FLUC,HHT,- micrococcal nuclease
53.3,0.031025999999999998,FLUC,HHT,- micrococcal nuclease
53.4,0.031252,FLUC,HHT,- micrococcal nuclease
53.49,0.030040999999999998,FLUC,HHT,- micrococcal nuclease
53.6,0.032274,FLUC,HHT,- micrococcal nuclease
53.7,0.030092999999999995,FLUC,HHT,- micrococcal nuclease
53.8,0.030021999999999993,FLUC,HHT,- micrococcal nuclease
53.89,0.03053,FLUC,HHT,- micrococcal nuclease
53.99,0.029313999999999993,FLUC,HHT,- micrococcal nuclease
54.09,0.029321,FLUC,HHT,- micrococcal nuclease
54.19,0.029375,FLUC,HHT,- micrococcal nuclease
54.29,0.02867399999999999,FLUC,HHT,- micrococcal nuclease
54.39,0.029201999999999992,FLUC,HHT,- micrococcal nuclease
54.49,0.029425999999999994,FLUC,HHT,- micrococcal nuclease
54.59,0.028064999999999993,FLUC,HHT,- micrococcal nuclease
54.69,0.027635999999999994,FLUC,HHT,- micrococcal nuclease
54.79,0.027198,FLUC,HHT,- micrococcal nuclease
54.89,0.028187000000000004,FLUC,HHT,- micrococcal nuclease
54.99,0.025939000000000004,FLUC,HHT,- micrococcal nuclease
55.09,0.024873999999999993,FLUC,HHT,- micrococcal nuclease
55.19,0.025547,FLUC,HHT,- micrococcal nuclease
55.29,0.025263999999999995,FLUC,HHT,- micrococcal nuclease
55.39,0.023496000000000003,FLUC,HHT,- micrococcal nuclease
55.49,0.025013999999999995,FLUC,HHT,- micrococcal nuclease
55.59,0.023417999999999994,FLUC,HHT,- micrococcal nuclease
55.69,0.023322999999999997,FLUC,HHT,- micrococcal nuclease
55.79,0.022951,FLUC,HHT,- micrococcal nuclease
55.89,0.022203,FLUC,HHT,- micrococcal nuclease
55.99,0.020727999999999996,FLUC,HHT,- micrococcal nuclease
56.09,0.021345000000000003,FLUC,HHT,- micrococcal nuclease
56.19,0.020635,FLUC,HHT,- micrococcal nuclease
56.29,0.019724999999999993,FLUC,HHT,- micrococcal nuclease
56.39,0.019597000000000003,FLUC,HHT,- micrococcal nuclease
56.48,0.019825999999999996,FLUC,HHT,- micrococcal nuclease
56.58,0.018623,FLUC,HHT,- micrococcal nuclease
56.68,0.018644999999999995,FLUC,HHT,- micrococcal nuclease
56.78,0.018341999999999997,FLUC,HHT,- micrococcal nuclease
56.89,0.017705,FLUC,HHT,- micrococcal nuclease
56.99,0.017314999999999997,FLUC,HHT,- micrococcal nuclease
57.08,0.018214999999999995,FLUC,HHT,- micrococcal nuclease
57.18,0.018014000000000002,FLUC,HHT,- micrococcal nuclease
57.28,0.018200999999999995,FLUC,HHT,- micrococcal nuclease
57.38,0.01855799999999999,FLUC,HHT,- micrococcal nuclease
57.48,0.016626000000000002,FLUC,HHT,- micrococcal nuclease
57.58,0.017922999999999994,FLUC,HHT,- micrococcal nuclease
57.68,0.017507999999999996,FLUC,HHT,- micrococcal nuclease
57.78,0.017906999999999992,FLUC,HHT,- micrococcal nuclease
57.88,0.015498999999999999,FLUC,HHT,- micrococcal nuclease
57.98,0.015810999999999992,FLUC,HHT,- micrococcal nuclease
58.08,0.015948000000000004,FLUC,HHT,- micrococcal nuclease
58.18,0.014957999999999999,FLUC,HHT,- micrococcal nuclease
58.28,0.014404,FLUC,HHT,- micrococcal nuclease
58.38,0.015246999999999997,FLUC,HHT,- micrococcal nuclease
58.48,0.014144000000000004,FLUC,HHT,- micrococcal nuclease
58.58,0.014797000000000005,FLUC,HHT,- micrococcal nuclease
58.68,0.014933000000000002,FLUC,HHT,- micrococcal nuclease
58.78,0.013944999999999999,FLUC,HHT,- micrococcal nuclease
58.87,0.012680999999999998,FLUC,HHT,- micrococcal nuclease
58.98,0.013174999999999992,FLUC,HHT,- micrococcal nuclease
59.08,0.012702999999999992,FLUC,HHT,- micrococcal nuclease
59.17,0.012152999999999997,FLUC,HHT,- micrococcal nuclease
59.27,0.012140999999999999,FLUC,HHT,- micrococcal nuclease
59.38,0.012132000000000004,FLUC,HHT,- micrococcal nuclease
59.48,0.011579999999999993,FLUC,HHT,- micrococcal nuclease
59.57,0.012061000000000002,FLUC,HHT,- micrococcal nuclease
59.67,0.011591000000000004,FLUC,HHT,- micrococcal nuclease
59.78,0.011500999999999997,FLUC,HHT,- micrococcal nuclease
59.88,0.010979000000000003,FLUC,HHT,- micrococcal nuclease
59.98,0.011175000000000004,FLUC,HHT,- micrococcal nuclease
60.08,0.011491000000000001,FLUC,HHT,- micrococcal nuclease
60.17,0.010689999999999991,FLUC,HHT,- micrococcal nuclease
60.27,0.010043999999999997,FLUC,HHT,- micrococcal nuclease
60.37,0.009770000000000001,FLUC,HHT,- micrococcal nuclease
60.47,0.010679999999999995,FLUC,HHT,- micrococcal nuclease
60.57,0.010234999999999994,FLUC,HHT,- micrococcal nuclease
60.67,0.009184999999999999,FLUC,HHT,- micrococcal nuclease
60.77,0.009426000000000004,FLUC,HHT,- micrococcal nuclease
60.87,0.009128999999999998,FLUC,HHT,- micrococcal nuclease
60.97,0.008927999999999991,FLUC,HHT,- micrococcal nuclease
61.07,0.008168999999999996,FLUC,HHT,- micrococcal nuclease
61.17,0.008612999999999996,FLUC,HHT,- micrococcal nuclease
61.27,0.008606000000000003,FLUC,HHT,- micrococcal nuclease
61.37,0.008419999999999997,FLUC,HHT,- micrococcal nuclease
61.47,0.008155999999999997,FLUC,HHT,- micrococcal nuclease
61.57,0.008122999999999991,FLUC,HHT,- micrococcal nuclease
61.67,0.007147000000000001,FLUC,HHT,- micrococcal nuclease
61.77,0.0072470000000000034,FLUC,HHT,- micrococcal nuclease
61.87,0.006887000000000004,FLUC,HHT,- micrococcal nuclease
61.97,0.006814000000000001,FLUC,HHT,- micrococcal nuclease
62.07,0.006892999999999996,FLUC,HHT,- micrococcal nuclease
62.17,0.007767999999999997,FLUC,HHT,- micrococcal nuclease
62.27,0.006624999999999992,FLUC,HHT,- micrococcal nuclease
62.37,0.006934999999999997,FLUC,HHT,- micrococcal nuclease
62.47,0.006875999999999993,FLUC,HHT,- micrococcal nuclease
62.57,0.0054469999999999935,FLUC,HHT,- micrococcal nuclease
62.67,0.006154999999999994,FLUC,HHT,- micrococcal nuclease
62.77,0.0057779999999999915,FLUC,HHT,- micrococcal nuclease
62.86,0.006269999999999998,FLUC,HHT,- micrococcal nuclease
62.97,0.006168999999999994,FLUC,HHT,- micrococcal nuclease
63.07,0.006568000000000004,FLUC,HHT,- micrococcal nuclease
63.16,0.006015999999999994,FLUC,HHT,- micrococcal nuclease
63.26,0.005916999999999992,FLUC,HHT,- micrococcal nuclease
63.36,0.006056999999999993,FLUC,HHT,- micrococcal nuclease
63.46,0.006427000000000002,FLUC,HHT,- micrococcal nuclease
63.56,0.005039000000000002,FLUC,HHT,- micrococcal nuclease
63.66,0.004702999999999999,FLUC,HHT,- micrococcal nuclease
63.76,0.005414000000000002,FLUC,HHT,- micrococcal nuclease
63.86,0.004351999999999995,FLUC,HHT,- micrococcal nuclease
63.96,0.003578999999999999,FLUC,HHT,- micrococcal nuclease
64.06,0.0045520000000000005,FLUC,HHT,- micrococcal nuclease
64.16,0.004225999999999994,FLUC,HHT,- micrococcal nuclease
64.26,0.004362999999999992,FLUC,HHT,- micrococcal nuclease
64.36,0.004001999999999992,FLUC,HHT,- micrococcal nuclease
64.46,0.0031189999999999968,FLUC,HHT,- micrococcal nuclease
64.56,0.002922999999999995,FLUC,HHT,- micrococcal nuclease
64.66,0.0028569999999999984,FLUC,HHT,- micrococcal nuclease
64.76,0.0019499999999999934,FLUC,HHT,- micrococcal nuclease
64.86,0.00136,FLUC,HHT,- micrococcal nuclease
64.96,0.002043000000000003,FLUC,HHT,- micrococcal nuclease
65.06,0.0011719999999999925,FLUC,HHT,- micrococcal nuclease
65.16,0.0016619999999999968,FLUC,HHT,- micrococcal nuclease
65.26,0.0011369999999999991,FLUC,HHT,- micrococcal nuclease
65.36,0.0014369999999999938,FLUC,HHT,- micrococcal nuclease
65.46,7.969999999999922e-4,FLUC,HHT,- micrococcal nuclease
65.56,9.399999999999964e-4,FLUC,HHT,- micrococcal nuclease
65.65,9.180000000000021e-4,FLUC,HHT,- micrococcal nuclease
65.75,0.001693,FLUC,HHT,- micrococcal nuclease
65.85,8.94999999999993e-4,FLUC,HHT,- micrococcal nuclease
65.95,0.0012209999999999999,FLUC,HHT,- micrococcal nuclease
66.06,0.0016000000000000042,FLUC,HHT,- micrococcal nuclease
66.15,0.0023959999999999954,FLUC,HHT,- micrococcal nuclease
66.25,0.0016309999999999936,FLUC,HHT,- micrococcal nuclease
66.35,0.004719000000000001,FLUC,HHT,- micrococcal nuclease
66.45,0.0042129999999999945,FLUC,HHT,- micrococcal nuclease
66.55,0.005266999999999994,FLUC,HHT,- micrococcal nuclease
66.65,0.004854999999999998,FLUC,HHT,- micrococcal nuclease
66.75,0.0038799999999999946,FLUC,HHT,- micrococcal nuclease
66.85,0.003956000000000001,FLUC,HHT,- micrococcal nuclease
66.95,0.004410999999999998,FLUC,HHT,- micrococcal nuclease
67.05,0.004567000000000002,FLUC,HHT,- micrococcal nuclease
67.15,0.0045479999999999965,FLUC,HHT,- micrococcal nuclease
67.25,0.004900000000000002,FLUC,HHT,- micrococcal nuclease
67.35,0.004357,FLUC,HHT,- micrococcal nuclease
67.45,0.003388000000000002,FLUC,HHT,- micrococcal nuclease
67.55,0.003823999999999994,FLUC,HHT,- micrococcal nuclease
67.65,0.0035530000000000006,FLUC,HHT,- micrococcal nuclease
67.75,0.002114999999999992,FLUC,HHT,- micrococcal nuclease
67.85,0.003586999999999993,FLUC,HHT,- micrococcal nuclease
67.95,0.002363000000000004,FLUC,HHT,- micrococcal nuclease
68.05,0.0030719999999999914,FLUC,HHT,- micrococcal nuclease
68.15,0.0030719999999999914,FLUC,HHT,- micrococcal nuclease
68.25,0.002922999999999995,FLUC,HHT,- micrococcal nuclease
68.35,0.0028439999999999993,FLUC,HHT,- micrococcal nuclease
68.45,0.0028519999999999934,FLUC,HHT,- micrococcal nuclease
68.55,0.002721000000000001,FLUC,HHT,- micrococcal nuclease
68.64,0.003703999999999999,FLUC,HHT,- micrococcal nuclease
68.75,0.0033070000000000044,FLUC,HHT,- micrococcal nuclease
68.85,0.0026419999999999916,FLUC,HHT,- micrococcal nuclease
68.95,0.0035449999999999926,FLUC,HHT,- micrococcal nuclease
69.05,0.003933999999999993,FLUC,HHT,- micrococcal nuclease
69.14,0.003967999999999999,FLUC,HHT,- micrococcal nuclease
69.24,0.002924999999999997,FLUC,HHT,- micrococcal nuclease
69.34,0.003984000000000001,FLUC,HHT,- micrococcal nuclease
69.44,0.004265999999999992,FLUC,HHT,- micrococcal nuclease
69.54,0.004407999999999995,FLUC,HHT,- micrococcal nuclease
69.64,0.003486000000000003,FLUC,HHT,- micrococcal nuclease
69.74,0.003905999999999993,FLUC,HHT,- micrococcal nuclease
69.84,0.0037679999999999936,FLUC,HHT,- micrococcal nuclease
69.94,0.003714999999999996,FLUC,HHT,- micrococcal nuclease
70.04,0.004913000000000001,FLUC,HHT,- micrococcal nuclease
70.14,0.004486000000000004,FLUC,HHT,- micrococcal nuclease
70.24,0.004566000000000001,FLUC,HHT,- micrococcal nuclease
70.34,0.005061999999999997,FLUC,HHT,- micrococcal nuclease
70.44,0.004357,FLUC,HHT,- micrococcal nuclease
70.54,0.004019999999999996,FLUC,HHT,- micrococcal nuclease
70.64,0.004352999999999996,FLUC,HHT,- micrococcal nuclease
70.74,0.0052269999999999955,FLUC,HHT,- micrococcal nuclease
70.84,0.004746,FLUC,HHT,- micrococcal nuclease
70.94,0.004949999999999996,FLUC,HHT,- micrococcal nuclease
71.04,0.0054489999999999955,FLUC,HHT,- micrococcal nuclease
71.14,0.004825999999999997,FLUC,HHT,- micrococcal nuclease
71.24,0.005360000000000004,FLUC,HHT,- micrococcal nuclease
71.33,0.005421999999999996,FLUC,HHT,- micrococcal nuclease
71.44,0.006023000000000001,FLUC,HHT,- micrococcal nuclease
71.53,0.005615999999999996,FLUC,HHT,- micrococcal nuclease
71.63,0.006080000000000002,FLUC,HHT,- micrococcal nuclease
71.73,0.005752999999999994,FLUC,HHT,- micrococcal nuclease
71.83,0.006942999999999991,FLUC,HHT,- micrococcal nuclease
71.94,0.007346999999999992,FLUC,HHT,- micrococcal nuclease
72.03,0.007212999999999997,FLUC,HHT,- micrococcal nuclease
72.14,0.007348999999999994,FLUC,HHT,- micrococcal nuclease
72.24,0.008154999999999996,FLUC,HHT,- micrococcal nuclease
72.33,0.008018999999999998,FLUC,HHT,- micrococcal nuclease
72.43,0.007453000000000001,FLUC,HHT,- micrococcal nuclease
72.53,0.007848999999999995,FLUC,HHT,- micrococcal nuclease
72.63,0.008341000000000001,FLUC,HHT,- micrococcal nuclease
72.73,0.008066000000000004,FLUC,HHT,- micrococcal nuclease
72.83,0.008871000000000004,FLUC,HHT,- micrococcal nuclease
72.93,0.008960999999999997,FLUC,HHT,- micrococcal nuclease
73.03,0.009177000000000005,FLUC,HHT,- micrococcal nuclease
73.13,0.008762999999999993,FLUC,HHT,- micrococcal nuclease
73.23,0.008919999999999997,FLUC,HHT,- micrococcal nuclease
73.33,0.008738999999999997,FLUC,HHT,- micrococcal nuclease
73.43,0.008521,FLUC,HHT,- micrococcal nuclease
73.53,0.009037000000000003,FLUC,HHT,- micrococcal nuclease
73.63,0.008701,FLUC,HHT,- micrococcal nuclease
73.73,0.008994000000000002,FLUC,HHT,- micrococcal nuclease
73.83,0.009006,FLUC,HHT,- micrococcal nuclease
73.93,0.009111999999999995,FLUC,HHT,- micrococcal nuclease
74.03,0.009164999999999993,FLUC,HHT,- micrococcal nuclease
74.13,0.009353,FLUC,HHT,- micrococcal nuclease
74.23,0.009375999999999995,FLUC,HHT,- micrococcal nuclease
74.33,0.010093999999999992,FLUC,HHT,- micrococcal nuclease
74.43,0.009845999999999994,FLUC,HHT,- micrococcal nuclease
74.53,0.009580999999999992,FLUC,HHT,- micrococcal nuclease
74.63,0.010081999999999994,FLUC,HHT,- micrococcal nuclease
74.73,0.010622999999999994,FLUC,HHT,- micrococcal nuclease
74.83,0.010636999999999994,FLUC,HHT,- micrococcal nuclease
74.93,0.010582999999999995,FLUC,HHT,- micrococcal nuclease
8.05,0.382712,FLUC,DMSO,- micrococcal nuclease
8.15,0.36485799999999996,FLUC,DMSO,- micrococcal nuclease
8.25,0.351328,FLUC,DMSO,- micrococcal nuclease
8.35,0.333088,FLUC,DMSO,- micrococcal nuclease
8.45,0.32491899999999996,FLUC,DMSO,- micrococcal nuclease
8.55,0.312279,FLUC,DMSO,- micrococcal nuclease
8.65,0.30244,FLUC,DMSO,- micrococcal nuclease
8.75,0.29925999999999997,FLUC,DMSO,- micrococcal nuclease
8.85,0.28934299999999996,FLUC,DMSO,- micrococcal nuclease
8.95,0.277084,FLUC,DMSO,- micrococcal nuclease
9.05,0.261428,FLUC,DMSO,- micrococcal nuclease
9.15,0.25388,FLUC,DMSO,- micrococcal nuclease
9.25,0.241527,FLUC,DMSO,- micrococcal nuclease
9.35,0.23283899999999996,FLUC,DMSO,- micrococcal nuclease
9.45,0.22121799999999997,FLUC,DMSO,- micrococcal nuclease
9.54,0.22053,FLUC,DMSO,- micrococcal nuclease
9.65,0.21365,FLUC,DMSO,- micrococcal nuclease
9.75,0.212356,FLUC,DMSO,- micrococcal nuclease
9.85,0.202123,FLUC,DMSO,- micrococcal nuclease
9.95,0.19764499999999996,FLUC,DMSO,- micrococcal nuclease
10.05,0.189143,FLUC,DMSO,- micrococcal nuclease
10.14,0.18585800000000002,FLUC,DMSO,- micrococcal nuclease
10.24,0.17822899999999997,FLUC,DMSO,- micrococcal nuclease
10.35,0.17421599999999998,FLUC,DMSO,- micrococcal nuclease
10.44,0.16879299999999997,FLUC,DMSO,- micrococcal nuclease
10.55,0.16185100000000002,FLUC,DMSO,- micrococcal nuclease
10.65,0.15350999999999998,FLUC,DMSO,- micrococcal nuclease
10.75,0.15022200000000002,FLUC,DMSO,- micrococcal nuclease
10.84,0.14395200000000002,FLUC,DMSO,- micrococcal nuclease
10.94,0.139996,FLUC,DMSO,- micrococcal nuclease
11.04,0.133567,FLUC,DMSO,- micrococcal nuclease
11.14,0.12959700000000002,FLUC,DMSO,- micrococcal nuclease
11.24,0.126095,FLUC,DMSO,- micrococcal nuclease
11.34,0.12192499999999999,FLUC,DMSO,- micrococcal nuclease
11.44,0.119136,FLUC,DMSO,- micrococcal nuclease
11.54,0.11653899999999999,FLUC,DMSO,- micrococcal nuclease
11.64,0.115994,FLUC,DMSO,- micrococcal nuclease
11.74,0.110168,FLUC,DMSO,- micrococcal nuclease
11.84,0.10921499999999999,FLUC,DMSO,- micrococcal nuclease
11.94,0.104837,FLUC,DMSO,- micrococcal nuclease
12.04,0.101868,FLUC,DMSO,- micrococcal nuclease
12.14,0.09671899999999999,FLUC,DMSO,- micrococcal nuclease
12.24,0.09874899999999999,FLUC,DMSO,- micrococcal nuclease
12.34,0.09974899999999999,FLUC,DMSO,- micrococcal nuclease
12.44,0.0956,FLUC,DMSO,- micrococcal nuclease
12.54,0.098533,FLUC,DMSO,- micrococcal nuclease
12.64,0.095038,FLUC,DMSO,- micrococcal nuclease
12.73,0.09211000000000001,FLUC,DMSO,- micrococcal nuclease
12.84,0.091353,FLUC,DMSO,- micrococcal nuclease
12.94,0.08767099999999999,FLUC,DMSO,- micrococcal nuclease
13.04,0.084601,FLUC,DMSO,- micrococcal nuclease
13.13,0.08458999999999998,FLUC,DMSO,- micrococcal nuclease
13.23,0.086875,FLUC,DMSO,- micrococcal nuclease
13.33,0.086236,FLUC,DMSO,- micrococcal nuclease
13.44,0.08564200000000001,FLUC,DMSO,- micrococcal nuclease
13.53,0.08559199999999999,FLUC,DMSO,- micrococcal nuclease
13.63,0.08129299999999999,FLUC,DMSO,- micrococcal nuclease
13.73,0.08503100000000001,FLUC,DMSO,- micrococcal nuclease
13.83,0.08278699999999999,FLUC,DMSO,- micrococcal nuclease
13.93,0.08051199999999999,FLUC,DMSO,- micrococcal nuclease
14.03,0.079492,FLUC,DMSO,- micrococcal nuclease
14.13,0.07917,FLUC,DMSO,- micrococcal nuclease
14.23,0.074815,FLUC,DMSO,- micrococcal nuclease
14.33,0.07831300000000001,FLUC,DMSO,- micrococcal nuclease
14.43,0.078523,FLUC,DMSO,- micrococcal nuclease
14.53,0.0793,FLUC,DMSO,- micrococcal nuclease
14.63,0.08017200000000001,FLUC,DMSO,- micrococcal nuclease
14.73,0.08101099999999999,FLUC,DMSO,- micrococcal nuclease
14.83,0.081498,FLUC,DMSO,- micrococcal nuclease
14.93,0.08068099999999999,FLUC,DMSO,- micrococcal nuclease
15.03,0.08356299999999998,FLUC,DMSO,- micrococcal nuclease
15.13,0.08602900000000001,FLUC,DMSO,- micrococcal nuclease
15.23,0.090875,FLUC,DMSO,- micrococcal nuclease
15.33,0.093901,FLUC,DMSO,- micrococcal nuclease
15.43,0.09502599999999999,FLUC,DMSO,- micrococcal nuclease
15.53,0.093732,FLUC,DMSO,- micrococcal nuclease
15.63,0.096374,FLUC,DMSO,- micrococcal nuclease
15.73,0.09877100000000001,FLUC,DMSO,- micrococcal nuclease
15.83,0.10286,FLUC,DMSO,- micrococcal nuclease
15.93,0.107864,FLUC,DMSO,- micrococcal nuclease
16.03,0.114688,FLUC,DMSO,- micrococcal nuclease
16.13,0.11886699999999999,FLUC,DMSO,- micrococcal nuclease
16.22,0.127548,FLUC,DMSO,- micrococcal nuclease
16.33,0.13245099999999999,FLUC,DMSO,- micrococcal nuclease
16.43,0.140453,FLUC,DMSO,- micrococcal nuclease
16.53,0.146625,FLUC,DMSO,- micrococcal nuclease
16.62,0.15162799999999999,FLUC,DMSO,- micrococcal nuclease
16.72,0.15433599999999997,FLUC,DMSO,- micrococcal nuclease
16.82,0.159105,FLUC,DMSO,- micrococcal nuclease
16.92,0.15948299999999999,FLUC,DMSO,- micrococcal nuclease
17.03,0.164329,FLUC,DMSO,- micrococcal nuclease
17.12,0.16289199999999998,FLUC,DMSO,- micrococcal nuclease
17.22,0.16449799999999998,FLUC,DMSO,- micrococcal nuclease
17.32,0.16170099999999998,FLUC,DMSO,- micrococcal nuclease
17.42,0.15759,FLUC,DMSO,- micrococcal nuclease
17.52,0.153872,FLUC,DMSO,- micrococcal nuclease
17.62,0.15035300000000001,FLUC,DMSO,- micrococcal nuclease
17.72,0.145019,FLUC,DMSO,- micrococcal nuclease
17.82,0.137021,FLUC,DMSO,- micrococcal nuclease
17.92,0.130689,FLUC,DMSO,- micrococcal nuclease
18.02,0.125674,FLUC,DMSO,- micrococcal nuclease
18.12,0.11941800000000001,FLUC,DMSO,- micrococcal nuclease
18.22,0.11397600000000001,FLUC,DMSO,- micrococcal nuclease
18.32,0.10981500000000001,FLUC,DMSO,- micrococcal nuclease
18.42,0.09947399999999999,FLUC,DMSO,- micrococcal nuclease
18.52,0.093535,FLUC,DMSO,- micrococcal nuclease
18.62,0.087386,FLUC,DMSO,- micrococcal nuclease
18.72,0.083082,FLUC,DMSO,- micrococcal nuclease
18.82,0.074728,FLUC,DMSO,- micrococcal nuclease
18.91,0.06998,FLUC,DMSO,- micrococcal nuclease
19.02,0.06722399999999999,FLUC,DMSO,- micrococcal nuclease
19.12,0.060462,FLUC,DMSO,- micrococcal nuclease
19.22,0.057825,FLUC,DMSO,- micrococcal nuclease
19.32,0.054369,FLUC,DMSO,- micrococcal nuclease
19.42,0.048529,FLUC,DMSO,- micrococcal nuclease
19.51,0.047903,FLUC,DMSO,- micrococcal nuclease
19.61,0.04309199999999999,FLUC,DMSO,- micrococcal nuclease
19.71,0.041323,FLUC,DMSO,- micrococcal nuclease
19.81,0.037788,FLUC,DMSO,- micrococcal nuclease
19.91,0.037991,FLUC,DMSO,- micrococcal nuclease
20.01,0.037741,FLUC,DMSO,- micrococcal nuclease
20.11,0.03781999999999999,FLUC,DMSO,- micrococcal nuclease
20.21,0.037114999999999995,FLUC,DMSO,- micrococcal nuclease
20.31,0.032203999999999997,FLUC,DMSO,- micrococcal nuclease
20.41,0.032471,FLUC,DMSO,- micrococcal nuclease
20.51,0.030784999999999993,FLUC,DMSO,- micrococcal nuclease
20.61,0.031282000000000004,FLUC,DMSO,- micrococcal nuclease
20.71,0.027092999999999992,FLUC,DMSO,- micrococcal nuclease
20.81,0.026227,FLUC,DMSO,- micrococcal nuclease
20.91,0.025197999999999998,FLUC,DMSO,- micrococcal nuclease
21.01,0.024951,FLUC,DMSO,- micrococcal nuclease
21.11,0.022901999999999992,FLUC,DMSO,- micrococcal nuclease
21.21,0.023377999999999996,FLUC,DMSO,- micrococcal nuclease
21.31,0.020613999999999993,FLUC,DMSO,- micrococcal nuclease
21.41,0.019972000000000004,FLUC,DMSO,- micrococcal nuclease
21.51,0.020644999999999997,FLUC,DMSO,- micrococcal nuclease
21.61,0.020608,FLUC,DMSO,- micrococcal nuclease
21.71,0.017060999999999993,FLUC,DMSO,- micrococcal nuclease
21.81,0.019489999999999993,FLUC,DMSO,- micrococcal nuclease
21.9,0.018719,FLUC,DMSO,- micrococcal nuclease
22,0.016797999999999993,FLUC,DMSO,- micrococcal nuclease
22.11,0.018155000000000004,FLUC,DMSO,- micrococcal nuclease
22.2,0.018047999999999995,FLUC,DMSO,- micrococcal nuclease
22.31,0.01786399999999999,FLUC,DMSO,- micrococcal nuclease
22.4,0.018699999999999994,FLUC,DMSO,- micrococcal nuclease
22.51,0.018503999999999993,FLUC,DMSO,- micrococcal nuclease
22.61,0.018881999999999996,FLUC,DMSO,- micrococcal nuclease
22.71,0.018158999999999995,FLUC,DMSO,- micrococcal nuclease
22.81,0.019377999999999992,FLUC,DMSO,- micrococcal nuclease
22.9,0.021588999999999997,FLUC,DMSO,- micrococcal nuclease
23,0.022241999999999998,FLUC,DMSO,- micrococcal nuclease
23.1,0.02577399999999999,FLUC,DMSO,- micrococcal nuclease
23.2,0.026343999999999992,FLUC,DMSO,- micrococcal nuclease
23.3,0.030617999999999992,FLUC,DMSO,- micrococcal nuclease
23.4,0.033401,FLUC,DMSO,- micrococcal nuclease
23.5,0.03898399999999999,FLUC,DMSO,- micrococcal nuclease
23.6,0.04055299999999999,FLUC,DMSO,- micrococcal nuclease
23.7,0.05018399999999999,FLUC,DMSO,- micrococcal nuclease
23.8,0.057062,FLUC,DMSO,- micrococcal nuclease
23.9,0.067954,FLUC,DMSO,- micrococcal nuclease
24,0.07801999999999999,FLUC,DMSO,- micrococcal nuclease
24.1,0.09156099999999999,FLUC,DMSO,- micrococcal nuclease
24.2,0.10171499999999999,FLUC,DMSO,- micrococcal nuclease
24.3,0.116325,FLUC,DMSO,- micrococcal nuclease
24.4,0.127697,FLUC,DMSO,- micrococcal nuclease
24.5,0.140615,FLUC,DMSO,- micrococcal nuclease
24.6,0.15119100000000002,FLUC,DMSO,- micrococcal nuclease
24.7,0.16271400000000003,FLUC,DMSO,- micrococcal nuclease
24.8,0.17152099999999998,FLUC,DMSO,- micrococcal nuclease
24.9,0.179384,FLUC,DMSO,- micrococcal nuclease
25,0.18809699999999996,FLUC,DMSO,- micrococcal nuclease
25.1,0.19081599999999999,FLUC,DMSO,- micrococcal nuclease
25.19,0.19385199999999997,FLUC,DMSO,- micrococcal nuclease
25.3,0.19363199999999997,FLUC,DMSO,- micrococcal nuclease
25.4,0.193376,FLUC,DMSO,- micrococcal nuclease
25.49,0.189749,FLUC,DMSO,- micrococcal nuclease
25.59,0.18787499999999996,FLUC,DMSO,- micrococcal nuclease
25.7,0.18101099999999998,FLUC,DMSO,- micrococcal nuclease
25.8,0.176969,FLUC,DMSO,- micrococcal nuclease
25.89,0.169767,FLUC,DMSO,- micrococcal nuclease
26,0.16411900000000001,FLUC,DMSO,- micrococcal nuclease
26.09,0.155101,FLUC,DMSO,- micrococcal nuclease
26.2,0.148368,FLUC,DMSO,- micrococcal nuclease
26.29,0.14197700000000002,FLUC,DMSO,- micrococcal nuclease
26.39,0.13486199999999998,FLUC,DMSO,- micrococcal nuclease
26.49,0.1266,FLUC,DMSO,- micrococcal nuclease
26.59,0.12313800000000001,FLUC,DMSO,- micrococcal nuclease
26.69,0.116492,FLUC,DMSO,- micrococcal nuclease
26.79,0.112216,FLUC,DMSO,- micrococcal nuclease
26.89,0.10951699999999999,FLUC,DMSO,- micrococcal nuclease
26.99,0.10377099999999999,FLUC,DMSO,- micrococcal nuclease
