Distance (mm),Absorbance,sgRNA,Treatment,nuclease
51.3,0.025885999999999992,GCN1,HHT,+ micrococcal nuclease
51.4,0.025705999999999993,GCN1,HHT,+ micrococcal nuclease
51.5,0.024484999999999993,GCN1,HHT,+ micrococcal nuclease
51.6,0.025074,GCN1,HHT,+ micrococcal nuclease
51.7,0.02417799999999999,GCN1,HHT,+ micrococcal nuclease
51.8,0.024694999999999995,GCN1,HHT,+ micrococcal nuclease
51.9,0.024113999999999997,GCN1,HHT,+ micrococcal nuclease
52,0.023951,GCN1,HHT,+ micrococcal nuclease
52.1,0.023138999999999993,GCN1,HHT,+ micrococcal nuclease
52.2,0.023360999999999993,GCN1,HHT,+ micrococcal nuclease
52.3,0.022060999999999997,GCN1,HHT,+ micrococcal nuclease
52.4,0.022968000000000002,GCN1,HHT,+ micrococcal nuclease
52.5,0.022593000000000002,GCN1,HHT,+ micrococcal nuclease
52.6,0.021305000000000004,GCN1,HHT,+ micrococcal nuclease
52.7,0.021797999999999998,GCN1,HHT,+ micrococcal nuclease
52.8,0.021378999999999995,GCN1,HHT,+ micrococcal nuclease
52.89,0.021123000000000003,GCN1,HHT,+ micrococcal nuclease
52.99,0.020832000000000003,GCN1,HHT,+ micrococcal nuclease
53.09,0.020798999999999998,GCN1,HHT,+ micrococcal nuclease
53.19,0.020542999999999992,GCN1,HHT,+ micrococcal nuclease
53.3,0.020419999999999994,GCN1,HHT,+ micrococcal nuclease
53.39,0.020182999999999993,GCN1,HHT,+ micrococcal nuclease
53.49,0.020051,GCN1,HHT,+ micrococcal nuclease
53.6,0.01901599999999999,GCN1,HHT,+ micrococcal nuclease
53.7,0.020126999999999992,GCN1,HHT,+ micrococcal nuclease
53.79,0.018980999999999998,GCN1,HHT,+ micrococcal nuclease
53.89,0.019174999999999998,GCN1,HHT,+ micrococcal nuclease
53.99,0.01872,GCN1,HHT,+ micrococcal nuclease
54.09,0.018986000000000003,GCN1,HHT,+ micrococcal nuclease
54.19,0.01803099999999999,GCN1,HHT,+ micrococcal nuclease
54.29,0.018724000000000005,GCN1,HHT,+ micrococcal nuclease
54.39,0.017614999999999992,GCN1,HHT,+ micrococcal nuclease
54.49,0.017997,GCN1,HHT,+ micrococcal nuclease
54.59,0.017832,GCN1,HHT,+ micrococcal nuclease
54.69,0.017356999999999997,GCN1,HHT,+ micrococcal nuclease
54.79,0.017512,GCN1,HHT,+ micrococcal nuclease
54.89,0.016994999999999996,GCN1,HHT,+ micrococcal nuclease
54.99,0.016723000000000002,GCN1,HHT,+ micrococcal nuclease
55.09,0.016853999999999994,GCN1,HHT,+ micrococcal nuclease
55.19,0.016512,GCN1,HHT,+ micrococcal nuclease
55.29,0.018744999999999998,GCN1,HHT,+ micrococcal nuclease
55.39,0.015723,GCN1,HHT,+ micrococcal nuclease
55.49,0.015393999999999991,GCN1,HHT,+ micrococcal nuclease
55.59,0.016507999999999995,GCN1,HHT,+ micrococcal nuclease
55.69,0.015627000000000002,GCN1,HHT,+ micrococcal nuclease
55.79,0.015943,GCN1,HHT,+ micrococcal nuclease
55.89,0.015004000000000003,GCN1,HHT,+ micrococcal nuclease
55.99,0.015129000000000004,GCN1,HHT,+ micrococcal nuclease
56.09,0.014824999999999991,GCN1,HHT,+ micrococcal nuclease
56.18,0.014265,GCN1,HHT,+ micrococcal nuclease
56.29,0.013940999999999995,GCN1,HHT,+ micrococcal nuclease
56.38,0.014274999999999996,GCN1,HHT,+ micrococcal nuclease
56.48,0.013419,GCN1,HHT,+ micrococcal nuclease
56.58,0.014152999999999999,GCN1,HHT,+ micrococcal nuclease
56.69,0.01371,GCN1,HHT,+ micrococcal nuclease
56.78,0.013774999999999996,GCN1,HHT,+ micrococcal nuclease
56.88,0.012750999999999998,GCN1,HHT,+ micrococcal nuclease
56.98,0.013285999999999992,GCN1,HHT,+ micrococcal nuclease
57.08,0.012708999999999998,GCN1,HHT,+ micrococcal nuclease
57.18,0.012923999999999991,GCN1,HHT,+ micrococcal nuclease
57.28,0.011398999999999992,GCN1,HHT,+ micrococcal nuclease
57.38,0.012229000000000004,GCN1,HHT,+ micrococcal nuclease
57.48,0.012044,GCN1,HHT,+ micrococcal nuclease
57.58,0.012948000000000001,GCN1,HHT,+ micrococcal nuclease
57.68,0.012202999999999992,GCN1,HHT,+ micrococcal nuclease
57.78,0.012018000000000001,GCN1,HHT,+ micrococcal nuclease
57.88,0.011819999999999997,GCN1,HHT,+ micrococcal nuclease
57.98,0.012942999999999996,GCN1,HHT,+ micrococcal nuclease
58.08,0.011104000000000003,GCN1,HHT,+ micrococcal nuclease
58.18,0.011265999999999998,GCN1,HHT,+ micrococcal nuclease
58.28,0.010981999999999992,GCN1,HHT,+ micrococcal nuclease
58.38,0.011101,GCN1,HHT,+ micrococcal nuclease
58.48,0.011054999999999995,GCN1,HHT,+ micrococcal nuclease
58.58,0.011323,GCN1,HHT,+ micrococcal nuclease
58.68,0.011332999999999996,GCN1,HHT,+ micrococcal nuclease
58.78,0.011591000000000004,GCN1,HHT,+ micrococcal nuclease
58.88,0.011210999999999999,GCN1,HHT,+ micrococcal nuclease
58.98,0.011675999999999992,GCN1,HHT,+ micrococcal nuclease
59.07,0.010369000000000003,GCN1,HHT,+ micrococcal nuclease
59.17,0.010432999999999998,GCN1,HHT,+ micrococcal nuclease
59.27,0.010477,GCN1,HHT,+ micrococcal nuclease
59.38,0.010921,GCN1,HHT,+ micrococcal nuclease
59.47,0.011046,GCN1,HHT,+ micrococcal nuclease
59.58,0.010823,GCN1,HHT,+ micrococcal nuclease
59.67,0.010939000000000004,GCN1,HHT,+ micrococcal nuclease
59.77,0.010570999999999997,GCN1,HHT,+ micrococcal nuclease
59.87,0.009904999999999997,GCN1,HHT,+ micrococcal nuclease
59.98,0.008625999999999995,GCN1,HHT,+ micrococcal nuclease
60.07,0.009434999999999999,GCN1,HHT,+ micrococcal nuclease
60.17,0.009723999999999997,GCN1,HHT,+ micrococcal nuclease
60.27,0.009804999999999994,GCN1,HHT,+ micrococcal nuclease
60.37,0.009655999999999998,GCN1,HHT,+ micrococcal nuclease
60.47,0.011005000000000001,GCN1,HHT,+ micrococcal nuclease
60.57,0.010028999999999996,GCN1,HHT,+ micrococcal nuclease
60.67,0.009286000000000003,GCN1,HHT,+ micrococcal nuclease
60.77,0.009294999999999998,GCN1,HHT,+ micrococcal nuclease
60.87,0.010088,GCN1,HHT,+ micrococcal nuclease
60.97,0.008578000000000002,GCN1,HHT,+ micrococcal nuclease
61.07,0.008767999999999998,GCN1,HHT,+ micrococcal nuclease
61.17,0.008706999999999993,GCN1,HHT,+ micrococcal nuclease
61.27,0.009442999999999993,GCN1,HHT,+ micrococcal nuclease
61.37,0.009839,GCN1,HHT,+ micrococcal nuclease
61.47,0.010905999999999999,GCN1,HHT,+ micrococcal nuclease
61.57,0.012422000000000002,GCN1,HHT,+ micrococcal nuclease
61.67,0.013438999999999993,GCN1,HHT,+ micrococcal nuclease
61.77,0.014176999999999995,GCN1,HHT,+ micrococcal nuclease
61.87,0.014741000000000004,GCN1,HHT,+ micrococcal nuclease
61.96,0.014479999999999993,GCN1,HHT,+ micrococcal nuclease
62.07,0.014815999999999996,GCN1,HHT,+ micrococcal nuclease
62.16,0.016100000000000003,GCN1,HHT,+ micrococcal nuclease
62.26,0.015893000000000004,GCN1,HHT,+ micrococcal nuclease
62.37,0.016332,GCN1,HHT,+ micrococcal nuclease
62.47,0.01604,GCN1,HHT,+ micrococcal nuclease
62.57,0.016072000000000003,GCN1,HHT,+ micrococcal nuclease
62.66,0.016548999999999994,GCN1,HHT,+ micrococcal nuclease
62.76,0.016920000000000004,GCN1,HHT,+ micrococcal nuclease
62.86,0.017414,GCN1,HHT,+ micrococcal nuclease
62.96,0.018122,GCN1,HHT,+ micrococcal nuclease
63.06,0.017487000000000003,GCN1,HHT,+ micrococcal nuclease
63.16,0.01787799999999999,GCN1,HHT,+ micrococcal nuclease
63.26,0.018538,GCN1,HHT,+ micrococcal nuclease
63.36,0.018732,GCN1,HHT,+ micrococcal nuclease
63.46,0.018378999999999993,GCN1,HHT,+ micrococcal nuclease
63.56,0.018405999999999992,GCN1,HHT,+ micrococcal nuclease
63.66,0.018228999999999995,GCN1,HHT,+ micrococcal nuclease
63.76,0.018660999999999997,GCN1,HHT,+ micrococcal nuclease
63.86,0.018054,GCN1,HHT,+ micrococcal nuclease
63.96,0.017426999999999998,GCN1,HHT,+ micrococcal nuclease
64.06,0.018406999999999993,GCN1,HHT,+ micrococcal nuclease
64.16,0.018224000000000004,GCN1,HHT,+ micrococcal nuclease
64.26,0.018517999999999993,GCN1,HHT,+ micrococcal nuclease
64.36,0.018498,GCN1,HHT,+ micrococcal nuclease
64.46,0.019165,GCN1,HHT,+ micrococcal nuclease
64.56,0.01861399999999999,GCN1,HHT,+ micrococcal nuclease
64.66,0.017999,GCN1,HHT,+ micrococcal nuclease
64.76,0.017431000000000002,GCN1,HHT,+ micrococcal nuclease
64.86,0.017745999999999998,GCN1,HHT,+ micrococcal nuclease
64.96,0.017639000000000002,GCN1,HHT,+ micrococcal nuclease
65.06,0.017935999999999994,GCN1,HHT,+ micrococcal nuclease
65.15,0.018103999999999995,GCN1,HHT,+ micrococcal nuclease
65.25,0.018807000000000004,GCN1,HHT,+ micrococcal nuclease
65.35,0.018619999999999998,GCN1,HHT,+ micrococcal nuclease
65.45,0.018252000000000004,GCN1,HHT,+ micrococcal nuclease
65.56,0.018651,GCN1,HHT,+ micrococcal nuclease
65.66,0.018946000000000005,GCN1,HHT,+ micrococcal nuclease
65.76,0.018989999999999993,GCN1,HHT,+ micrococcal nuclease
65.86,0.018740999999999994,GCN1,HHT,+ micrococcal nuclease
65.96,0.019295999999999994,GCN1,HHT,+ micrococcal nuclease
66.05,0.019083000000000003,GCN1,HHT,+ micrococcal nuclease
66.16,0.019473000000000004,GCN1,HHT,+ micrococcal nuclease
66.25,0.019253999999999993,GCN1,HHT,+ micrococcal nuclease
66.35,0.019699999999999995,GCN1,HHT,+ micrococcal nuclease
66.45,0.019281999999999994,GCN1,HHT,+ micrococcal nuclease
66.55,0.019715999999999997,GCN1,HHT,+ micrococcal nuclease
66.65,0.020195000000000005,GCN1,HHT,+ micrococcal nuclease
66.75,0.020068000000000003,GCN1,HHT,+ micrococcal nuclease
66.85,0.019867999999999997,GCN1,HHT,+ micrococcal nuclease
66.95,0.020221000000000003,GCN1,HHT,+ micrococcal nuclease
67.05,0.020278000000000004,GCN1,HHT,+ micrococcal nuclease
67.15,0.020908999999999997,GCN1,HHT,+ micrococcal nuclease
67.25,0.020552,GCN1,HHT,+ micrococcal nuclease
67.35,0.020442000000000002,GCN1,HHT,+ micrococcal nuclease
67.45,0.020408999999999997,GCN1,HHT,+ micrococcal nuclease
67.55,0.020983,GCN1,HHT,+ micrococcal nuclease
67.65,0.020419999999999994,GCN1,HHT,+ micrococcal nuclease
67.75,0.020810999999999996,GCN1,HHT,+ micrococcal nuclease
67.85,0.020764999999999992,GCN1,HHT,+ micrococcal nuclease
67.94,0.02081999999999999,GCN1,HHT,+ micrococcal nuclease
68.05,0.02101,GCN1,HHT,+ micrococcal nuclease
68.14,0.020704,GCN1,HHT,+ micrococcal nuclease
68.25,0.021069000000000004,GCN1,HHT,+ micrococcal nuclease
68.35,0.020863999999999994,GCN1,HHT,+ micrococcal nuclease
68.45,0.020818000000000003,GCN1,HHT,+ micrococcal nuclease
68.54,0.059478,GCN1,HHT,+ micrococcal nuclease
68.64,0.021635,GCN1,HHT,+ micrococcal nuclease
68.75,0.021444999999999992,GCN1,HHT,+ micrococcal nuclease
68.85,0.021976999999999997,GCN1,HHT,+ micrococcal nuclease
68.94,0.021397,GCN1,HHT,+ micrococcal nuclease
69.04,0.022086999999999996,GCN1,HHT,+ micrococcal nuclease
69.15,0.02184699999999999,GCN1,HHT,+ micrococcal nuclease
69.24,0.022312,GCN1,HHT,+ micrococcal nuclease
69.34,0.021623000000000003,GCN1,HHT,+ micrococcal nuclease
69.44,0.022080000000000002,GCN1,HHT,+ micrococcal nuclease
69.54,0.022168999999999994,GCN1,HHT,+ micrococcal nuclease
69.64,0.022028999999999993,GCN1,HHT,+ micrococcal nuclease
69.74,0.022424,GCN1,HHT,+ micrococcal nuclease
69.84,0.022742,GCN1,HHT,+ micrococcal nuclease
69.94,0.022656999999999997,GCN1,HHT,+ micrococcal nuclease
70.04,0.022926000000000002,GCN1,HHT,+ micrococcal nuclease
70.14,0.023104,GCN1,HHT,+ micrococcal nuclease
70.24,0.022701,GCN1,HHT,+ micrococcal nuclease
70.34,0.023037000000000002,GCN1,HHT,+ micrococcal nuclease
70.44,0.022661,GCN1,HHT,+ micrococcal nuclease
70.54,0.022746000000000002,GCN1,HHT,+ micrococcal nuclease
70.64,0.022837999999999997,GCN1,HHT,+ micrococcal nuclease
70.74,0.023231,GCN1,HHT,+ micrococcal nuclease
70.84,0.023281999999999997,GCN1,HHT,+ micrococcal nuclease
70.94,0.023587999999999998,GCN1,HHT,+ micrococcal nuclease
71.04,0.023579000000000003,GCN1,HHT,+ micrococcal nuclease
71.14,0.023771,GCN1,HHT,+ micrococcal nuclease
71.24,0.023728,GCN1,HHT,+ micrococcal nuclease
71.34,0.024023000000000003,GCN1,HHT,+ micrococcal nuclease
71.44,0.02378999999999999,GCN1,HHT,+ micrococcal nuclease
71.53,0.024441000000000004,GCN1,HHT,+ micrococcal nuclease
71.64,0.02435799999999999,GCN1,HHT,+ micrococcal nuclease
71.74,0.024501999999999996,GCN1,HHT,+ micrococcal nuclease
71.83,0.024799,GCN1,HHT,+ micrococcal nuclease
71.94,0.024881,GCN1,HHT,+ micrococcal nuclease
72.03,0.024956999999999993,GCN1,HHT,+ micrococcal nuclease
72.13,0.02484,GCN1,HHT,+ micrococcal nuclease
72.23,0.025189000000000003,GCN1,HHT,+ micrococcal nuclease
72.33,0.025299000000000002,GCN1,HHT,+ micrococcal nuclease
72.43,0.025549000000000002,GCN1,HHT,+ micrococcal nuclease
72.53,0.025374999999999995,GCN1,HHT,+ micrococcal nuclease
72.63,0.025632000000000002,GCN1,HHT,+ micrococcal nuclease
72.73,0.025701,GCN1,HHT,+ micrococcal nuclease
72.83,0.025876999999999997,GCN1,HHT,+ micrococcal nuclease
72.93,0.025952000000000003,GCN1,HHT,+ micrococcal nuclease
73.03,0.025874999999999995,GCN1,HHT,+ micrococcal nuclease
73.13,0.025684,GCN1,HHT,+ micrococcal nuclease
73.23,0.025988999999999998,GCN1,HHT,+ micrococcal nuclease
73.33,0.025978,GCN1,HHT,+ micrococcal nuclease
73.43,0.025973999999999997,GCN1,HHT,+ micrococcal nuclease
73.53,0.02605099999999999,GCN1,HHT,+ micrococcal nuclease
73.63,0.026278999999999997,GCN1,HHT,+ micrococcal nuclease
73.73,0.026204999999999992,GCN1,HHT,+ micrococcal nuclease
73.83,0.026383000000000004,GCN1,HHT,+ micrococcal nuclease
73.93,0.026375999999999997,GCN1,HHT,+ micrococcal nuclease
74.03,0.026486999999999997,GCN1,HHT,+ micrococcal nuclease
74.13,0.026539999999999994,GCN1,HHT,+ micrococcal nuclease
74.23,0.02663399999999999,GCN1,HHT,+ micrococcal nuclease
74.33,0.026549000000000003,GCN1,HHT,+ micrococcal nuclease
74.43,0.026687000000000002,GCN1,HHT,+ micrococcal nuclease
74.52,0.026756000000000002,GCN1,HHT,+ micrococcal nuclease
74.63,0.026805999999999996,GCN1,HHT,+ micrococcal nuclease
74.73,0.027264999999999998,GCN1,HHT,+ micrococcal nuclease
74.83,0.027166999999999997,GCN1,HHT,+ micrococcal nuclease
74.92,0.027211,GCN1,HHT,+ micrococcal nuclease
8.05,0.7268789999999999,GCN1,DMSO,+ micrococcal nuclease
8.15,0.692973,GCN1,DMSO,+ micrococcal nuclease
8.25,0.660925,GCN1,DMSO,+ micrococcal nuclease
8.35,0.631084,GCN1,DMSO,+ micrococcal nuclease
8.44,0.603904,GCN1,DMSO,+ micrococcal nuclease
8.54,0.577274,GCN1,DMSO,+ micrococcal nuclease
8.65,0.552682,GCN1,DMSO,+ micrococcal nuclease
8.74,0.528413,GCN1,DMSO,+ micrococcal nuclease
8.84,0.502775,GCN1,DMSO,+ micrococcal nuclease
8.94,0.482457,GCN1,DMSO,+ micrococcal nuclease
9.04,0.46538499999999994,GCN1,DMSO,+ micrococcal nuclease
9.14,0.44789999999999996,GCN1,DMSO,+ micrococcal nuclease
9.24,0.42186599999999996,GCN1,DMSO,+ micrococcal nuclease
9.34,0.407004,GCN1,DMSO,+ micrococcal nuclease
9.44,0.390285,GCN1,DMSO,+ micrococcal nuclease
9.54,0.37607199999999996,GCN1,DMSO,+ micrococcal nuclease
9.64,0.359417,GCN1,DMSO,+ micrococcal nuclease
9.74,0.346226,GCN1,DMSO,+ micrococcal nuclease
9.84,0.33255799999999996,GCN1,DMSO,+ micrococcal nuclease
9.94,0.322266,GCN1,DMSO,+ micrococcal nuclease
10.04,0.311647,GCN1,DMSO,+ micrococcal nuclease
10.14,0.302319,GCN1,DMSO,+ micrococcal nuclease
10.24,0.29001899999999997,GCN1,DMSO,+ micrococcal nuclease
10.34,0.281402,GCN1,DMSO,+ micrococcal nuclease
10.44,0.27095199999999997,GCN1,DMSO,+ micrococcal nuclease
10.54,0.260463,GCN1,DMSO,+ micrococcal nuclease
10.64,0.25376,GCN1,DMSO,+ micrococcal nuclease
10.74,0.24293599999999999,GCN1,DMSO,+ micrococcal nuclease
10.84,0.23711099999999996,GCN1,DMSO,+ micrococcal nuclease
10.94,0.23136599999999996,GCN1,DMSO,+ micrococcal nuclease
11.04,0.22274099999999997,GCN1,DMSO,+ micrococcal nuclease
11.14,0.21772799999999998,GCN1,DMSO,+ micrococcal nuclease
11.23,0.21408899999999997,GCN1,DMSO,+ micrococcal nuclease
11.34,0.20637699999999998,GCN1,DMSO,+ micrococcal nuclease
11.44,0.20477599999999996,GCN1,DMSO,+ micrococcal nuclease
11.53,0.19482,GCN1,DMSO,+ micrococcal nuclease
11.63,0.188828,GCN1,DMSO,+ micrococcal nuclease
11.74,0.18315700000000001,GCN1,DMSO,+ micrococcal nuclease
11.83,0.18032199999999998,GCN1,DMSO,+ micrococcal nuclease
11.93,0.177691,GCN1,DMSO,+ micrococcal nuclease
12.04,0.170788,GCN1,DMSO,+ micrococcal nuclease
12.13,0.165539,GCN1,DMSO,+ micrococcal nuclease
12.23,0.161507,GCN1,DMSO,+ micrococcal nuclease
12.33,0.15738799999999997,GCN1,DMSO,+ micrococcal nuclease
12.43,0.15203699999999998,GCN1,DMSO,+ micrococcal nuclease
12.53,0.14754,GCN1,DMSO,+ micrococcal nuclease
12.63,0.14336500000000002,GCN1,DMSO,+ micrococcal nuclease
12.73,0.142563,GCN1,DMSO,+ micrococcal nuclease
12.83,0.13919700000000002,GCN1,DMSO,+ micrococcal nuclease
12.93,0.136978,GCN1,DMSO,+ micrococcal nuclease
13.03,0.132924,GCN1,DMSO,+ micrococcal nuclease
13.13,0.12993899999999997,GCN1,DMSO,+ micrococcal nuclease
13.23,0.12627499999999997,GCN1,DMSO,+ micrococcal nuclease
13.33,0.122627,GCN1,DMSO,+ micrococcal nuclease
13.43,0.119546,GCN1,DMSO,+ micrococcal nuclease
13.53,0.117717,GCN1,DMSO,+ micrococcal nuclease
13.63,0.11461400000000001,GCN1,DMSO,+ micrococcal nuclease
13.73,0.11462299999999999,GCN1,DMSO,+ micrococcal nuclease
13.83,0.11178400000000001,GCN1,DMSO,+ micrococcal nuclease
13.93,0.11057299999999999,GCN1,DMSO,+ micrococcal nuclease
14.03,0.11031699999999998,GCN1,DMSO,+ micrococcal nuclease
14.13,0.10734999999999999,GCN1,DMSO,+ micrococcal nuclease
14.23,0.10498,GCN1,DMSO,+ micrococcal nuclease
14.32,0.10332100000000001,GCN1,DMSO,+ micrococcal nuclease
14.43,0.09893600000000001,GCN1,DMSO,+ micrococcal nuclease
14.53,0.09826900000000001,GCN1,DMSO,+ micrococcal nuclease
14.63,0.097394,GCN1,DMSO,+ micrococcal nuclease
14.72,0.097154,GCN1,DMSO,+ micrococcal nuclease
14.83,0.09668700000000001,GCN1,DMSO,+ micrococcal nuclease
14.92,0.093649,GCN1,DMSO,+ micrococcal nuclease
15.02,0.09372399999999999,GCN1,DMSO,+ micrococcal nuclease
15.12,0.093132,GCN1,DMSO,+ micrococcal nuclease
15.23,0.09175699999999999,GCN1,DMSO,+ micrococcal nuclease
15.32,0.088348,GCN1,DMSO,+ micrococcal nuclease
15.42,0.08772999999999999,GCN1,DMSO,+ micrococcal nuclease
15.52,0.08775799999999999,GCN1,DMSO,+ micrococcal nuclease
15.62,0.08717299999999999,GCN1,DMSO,+ micrococcal nuclease
15.72,0.086654,GCN1,DMSO,+ micrococcal nuclease
15.82,0.086604,GCN1,DMSO,+ micrococcal nuclease
15.92,0.08625899999999999,GCN1,DMSO,+ micrococcal nuclease
16.02,0.084439,GCN1,DMSO,+ micrococcal nuclease
16.12,0.084305,GCN1,DMSO,+ micrococcal nuclease
16.22,0.08353499999999998,GCN1,DMSO,+ micrococcal nuclease
16.32,0.083248,GCN1,DMSO,+ micrococcal nuclease
16.42,0.08265399999999999,GCN1,DMSO,+ micrococcal nuclease
16.52,0.082604,GCN1,DMSO,+ micrococcal nuclease
16.62,0.08359299999999999,GCN1,DMSO,+ micrococcal nuclease
16.72,0.084077,GCN1,DMSO,+ micrococcal nuclease
16.82,0.084328,GCN1,DMSO,+ micrococcal nuclease
16.92,0.086237,GCN1,DMSO,+ micrococcal nuclease
17.02,0.08592799999999999,GCN1,DMSO,+ micrococcal nuclease
17.12,0.087078,GCN1,DMSO,+ micrococcal nuclease
17.22,0.08817799999999999,GCN1,DMSO,+ micrococcal nuclease
17.32,0.089652,GCN1,DMSO,+ micrococcal nuclease
17.41,0.08974900000000001,GCN1,DMSO,+ micrococcal nuclease
17.52,0.09410500000000001,GCN1,DMSO,+ micrococcal nuclease
17.62,0.09727299999999998,GCN1,DMSO,+ micrococcal nuclease
17.71,0.09947199999999999,GCN1,DMSO,+ micrococcal nuclease
17.81,0.100677,GCN1,DMSO,+ micrococcal nuclease
17.92,0.105832,GCN1,DMSO,+ micrococcal nuclease
18.01,0.107611,GCN1,DMSO,+ micrococcal nuclease
18.11,0.10964600000000001,GCN1,DMSO,+ micrococcal nuclease
18.21,0.11107299999999999,GCN1,DMSO,+ micrococcal nuclease
18.31,0.113833,GCN1,DMSO,+ micrococcal nuclease
18.41,0.11728999999999999,GCN1,DMSO,+ micrococcal nuclease
18.51,0.12005999999999999,GCN1,DMSO,+ micrococcal nuclease
18.61,0.122078,GCN1,DMSO,+ micrococcal nuclease
18.71,0.12441499999999998,GCN1,DMSO,+ micrococcal nuclease
18.81,0.126102,GCN1,DMSO,+ micrococcal nuclease
18.91,0.12787199999999999,GCN1,DMSO,+ micrococcal nuclease
19.01,0.12737500000000002,GCN1,DMSO,+ micrococcal nuclease
19.11,0.12819399999999997,GCN1,DMSO,+ micrococcal nuclease
19.21,0.128467,GCN1,DMSO,+ micrococcal nuclease
19.31,0.127645,GCN1,DMSO,+ micrococcal nuclease
19.41,0.12939499999999998,GCN1,DMSO,+ micrococcal nuclease
19.51,0.12833899999999998,GCN1,DMSO,+ micrococcal nuclease
19.61,0.127832,GCN1,DMSO,+ micrococcal nuclease
19.71,0.12729800000000002,GCN1,DMSO,+ micrococcal nuclease
19.81,0.12572499999999998,GCN1,DMSO,+ micrococcal nuclease
19.91,0.12383100000000001,GCN1,DMSO,+ micrococcal nuclease
20.01,0.12275099999999999,GCN1,DMSO,+ micrococcal nuclease
20.11,0.11970299999999999,GCN1,DMSO,+ micrococcal nuclease
20.21,0.117739,GCN1,DMSO,+ micrococcal nuclease
20.31,0.11553599999999999,GCN1,DMSO,+ micrococcal nuclease
20.41,0.11408900000000001,GCN1,DMSO,+ micrococcal nuclease
20.5,0.112137,GCN1,DMSO,+ micrococcal nuclease
20.61,0.10950900000000001,GCN1,DMSO,+ micrococcal nuclease
20.71,0.107,GCN1,DMSO,+ micrococcal nuclease
20.8,0.10718799999999999,GCN1,DMSO,+ micrococcal nuclease
20.9,0.103254,GCN1,DMSO,+ micrococcal nuclease
21.01,0.099312,GCN1,DMSO,+ micrococcal nuclease
21.1,0.09761099999999999,GCN1,DMSO,+ micrococcal nuclease
21.2,0.09344200000000001,GCN1,DMSO,+ micrococcal nuclease
21.3,0.09214299999999999,GCN1,DMSO,+ micrococcal nuclease
21.4,0.09211699999999999,GCN1,DMSO,+ micrococcal nuclease
21.5,0.089874,GCN1,DMSO,+ micrococcal nuclease
21.6,0.08681099999999999,GCN1,DMSO,+ micrococcal nuclease
21.7,0.08742599999999999,GCN1,DMSO,+ micrococcal nuclease
21.8,0.084331,GCN1,DMSO,+ micrococcal nuclease
21.9,0.07856400000000001,GCN1,DMSO,+ micrococcal nuclease
22,0.07668699999999999,GCN1,DMSO,+ micrococcal nuclease
22.1,0.080494,GCN1,DMSO,+ micrococcal nuclease
22.2,0.075861,GCN1,DMSO,+ micrococcal nuclease
22.3,0.075247,GCN1,DMSO,+ micrococcal nuclease
22.4,0.07531800000000001,GCN1,DMSO,+ micrococcal nuclease
22.5,0.073471,GCN1,DMSO,+ micrococcal nuclease
22.6,0.074086,GCN1,DMSO,+ micrococcal nuclease
22.7,0.06838799999999999,GCN1,DMSO,+ micrococcal nuclease
22.8,0.06979799999999999,GCN1,DMSO,+ micrococcal nuclease
22.9,0.06993200000000001,GCN1,DMSO,+ micrococcal nuclease
23,0.068875,GCN1,DMSO,+ micrococcal nuclease
23.1,0.06805499999999999,GCN1,DMSO,+ micrococcal nuclease
23.2,0.066228,GCN1,DMSO,+ micrococcal nuclease
23.3,0.066347,GCN1,DMSO,+ micrococcal nuclease
23.4,0.06618500000000001,GCN1,DMSO,+ micrococcal nuclease
23.5,0.06560899999999999,GCN1,DMSO,+ micrococcal nuclease
23.59,0.066955,GCN1,DMSO,+ micrococcal nuclease
23.7,0.06591899999999999,GCN1,DMSO,+ micrococcal nuclease
23.8,0.06505699999999999,GCN1,DMSO,+ micrococcal nuclease
23.89,0.06383699999999999,GCN1,DMSO,+ micrococcal nuclease
23.99,0.062597,GCN1,DMSO,+ micrococcal nuclease
24.1,0.06274700000000001,GCN1,DMSO,+ micrococcal nuclease
24.19,0.06328399999999999,GCN1,DMSO,+ micrococcal nuclease
24.29,0.062247999999999984,GCN1,DMSO,+ micrococcal nuclease
24.39,0.06277699999999999,GCN1,DMSO,+ micrococcal nuclease
24.49,0.061078999999999994,GCN1,DMSO,+ micrococcal nuclease
24.59,0.06063,GCN1,DMSO,+ micrococcal nuclease
24.69,0.059726,GCN1,DMSO,+ micrococcal nuclease
24.79,0.059260999999999994,GCN1,DMSO,+ micrococcal nuclease
24.89,0.06006399999999999,GCN1,DMSO,+ micrococcal nuclease
24.99,0.06041099999999999,GCN1,DMSO,+ micrococcal nuclease
