sample_name,treatment,control,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna,reporter,annotation,priority,x
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SORBS2,4,0.27052,0.42361,NA,860,1,0.1425,0.28798,0.31336,596,3,0.39117,0.28798,0.31336,3,PTC,Other,10,1804
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SPAG9,4,0.31333,0.46231,NA,945,1,0.021198,0.067253,0.200036,176,3,1.2102,0.067253,0.200036,3,NTC,Other,10,1805
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SPAG9,4,0.8679,0.86848,NA,1768,0,0.072024,0.16624,0.252662,376,3,0.39764,0.16624,0.252662,3,PTC,Other,10,1805
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SPATS2,3,0.71566,0.71998,NA,1497,1,0.1179,0.21541,NA,577,2,0.41444,0.21541,1,2,NTC,Other,10,1806
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SPATS2,4,0.1098,0.23268,0.281195,525,3,0.53858,0.67031,NA,1289,1,-1.2198,0.23268,0.281195,3,PTC,Other,10,1806
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SPATS2L,4,0.99173,0.99172,NA,2153,0,0.0082669,0.027866,0.192498,74,4,0.79883,0.027866,0.192498,4,NTC,Other,10,1807
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SPATS2L,4,0.38039,0.53255,NA,1056,2,0.50962,0.65855,NA,1260,2,-0.034793,0.53255,1,2,PTC,Other,10,1807
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SPEN,4,0.10503,0.22379,0.272534,502,3,0.53418,0.66778,NA,1369,1,-0.52587,0.22379,0.272534,3,NTC,Other,10,1808
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SPEN,4,0.076438999999999993,0.17308,0.251534,413,3,0.96466,0.96469,NA,2022,0,-1.429,0.17308,0.251534,3,PTC,Other,10,1808
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SPTAN1,4,0.92429,0.92417,NA,1946,0,0.049479,0.12576,NA,325,2,0.78449,0.12576,1,2,NTC,Other,10,1809
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SPTAN1,4,0.7081,0.74424,NA,1495,1,0.28066,0.43892,NA,851,2,0.09197,0.43892,1,2,PTC,Other,10,1809
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SPTBN1,4,0.25373,0.40337,NA,849,2,0.97136,0.97176,NA,2039,0,-0.27395,0.40337,1,2,NTC,Other,10,1810
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SPTBN1,4,0.81865,0.82206,NA,1668,1,0.66708,0.72837,NA,1417,1,0.15107,0.72837,1,1,PTC,Other,10,1810
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SPTBN5,4,0.018182,0.058253,NA,197,1,0.07651,0.17577,0.264912,432,3,0.54755,0.17577,0.264912,3,NTC,Other,10,1811
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SPTBN5,4,0.47671,0.62681,NA,1230,2,0.28246,0.44067,NA,857,2,0.12481,0.44067,1,2,PTC,Other,10,1811
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRA1,4,0.11576,0.24207,0.282651,537,3,0.96621,0.96654,NA,2029,0,-0.76677,0.24207,0.282651,3,NTC,Other,10,1812
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRA1,4,0.27792,0.43095,NA,873,2,0.43112,0.58354,NA,1117,1,-0.14079,0.43095,1,2,PTC,Other,10,1812
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRBD1,4,0.033703,0.092282,0.185329,249,3,0.87241,0.87181,NA,1810,0,-1.4048,0.092282,0.185329,3,NTC,Other,10,1813
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRBD1,4,0.020837,0.066039,0.161258,210,3,0.10811,0.2306,NA,498,1,-0.87356,0.066039,0.161258,3,PTC,Other,10,1813
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SREK1,4,0.86505,0.86468,NA,1804,0,0.35353,0.50706,NA,1089,2,0.17915,0.50706,1,2,NTC,Other,10,1814
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SREK1,4,0.14582,0.29335,0.307344,642,3,0.75322,0.77782,NA,1534,1,-0.25758,0.29335,0.307344,3,PTC,Other,10,1814
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRFBP1,3,0.02107,0.054027,NA,212,2,0.38115,0.50664,NA,1135,1,-1.1009,0.054027,1,2,NTC,Other,10,1815
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRFBP1,4,0.69525,0.73687,NA,1479,1,0.14665,0.29492,0.317169,607,3,0.5413,0.29492,0.317169,3,PTC,Other,10,1815
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRP14,4,0.5848,0.67316,NA,1335,1,0.82886,0.83068,NA,1699,1,-0.067154,0.67316,1,1,NTC,Other,10,1816
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRP14,4,0.0075799,0.025692,0.11117,104,4,0.99242,0.99248,NA,2131,0,-0.57908,0.025692,0.11117,4,PTC,Other,10,1816
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRP19,4,0.42174,0.56988,NA,1129,1,0.12428,0.25721,NA,600,2,0.17083,0.25721,1,2,NTC,Other,10,1817
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRP19,4,0.91503,0.91596,NA,1877,0,0.69088,0.74128,NA,1447,1,0.086515,0.74128,1,1,PTC,Other,10,1817
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRP54,4,0.15844,0.30908,NA,671,2,0.28934,0.44621,NA,966,1,-0.16693,0.30908,1,2,NTC,Other,10,1818
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRP54,4,0.19375,0.34747,NA,734,1,0.10848,0.23124,0.28598,500,3,0.40459,0.23124,0.28598,3,PTC,Other,10,1818
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRP68,4,0.028925,0.08239,NA,238,2,0.18118,0.34352,NA,758,2,0.11468,0.34352,1,2,NTC,Other,10,1819
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRP68,4,0.85994,0.86065,NA,1756,0,0.21575,0.37622,NA,744,2,0.21652,0.37622,1,2,PTC,Other,10,1819
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRP72,4,0.096841,0.20973,NA,480,1,0.050146,0.127,NA,327,1,-0.14193,0.20973,1,1,NTC,Other,10,1820
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRP72,4,0.78,0.79152,NA,1602,1,0.10785,0.23015,NA,497,2,0.73291,0.23015,1,2,PTC,Other,10,1820
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRP9,4,0.30032,0.4496,NA,921,1,0.1928,0.35469,NA,781,2,0.50269,0.35469,1,2,NTC,Other,10,1821
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRP9,4,0.68491,0.73081,NA,1464,1,0.072938,0.16781,0.252662,382,3,0.7012,0.16781,0.252662,3,PTC,Other,10,1821
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRPK1,4,0.2255,0.3752,NA,796,2,0.6621,0.72395,NA,1474,1,-0.39091,0.3752,1,2,NTC,Other,10,1822
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRPK1,4,0.13075,0.26838,NA,594,2,0.73496,0.76629,NA,1511,1,-0.11397,0.26838,1,2,PTC,Other,10,1822
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRPK2,4,0.92773,0.92757,NA,1958,0,0.10824,0.23054,NA,557,2,0.21656,0.23054,1,2,NTC,Other,10,1823
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRPK2,4,0.6977,0.73821,NA,1482,1,0.86891,0.86943,NA,1771,0,-0.10043,0.73821,1,1,PTC,Other,10,1823
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRPRA,4,0.56655,0.66455,NA,1312,1,0.35237,0.506,NA,1086,2,0.2384,0.506,1,2,NTC,Other,10,1824
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRPRA,4,0.13505,0.27556,NA,606,2,0.90208,0.90313,NA,1849,0,-0.31639,0.27556,1,2,PTC,Other,10,1824
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRPRB,4,0.50426,0.63788,NA,1260,1,0.355,0.50842,NA,1094,2,0.24571,0.50842,1,2,NTC,Other,10,1825
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRPRB,4,0.27379,0.42695,NA,864,2,0.16049,0.31756,NA,644,2,0.24896,0.31756,1,2,PTC,Other,10,1825
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRRM1,4,0.96911,0.96938,NA,2085,0,0.011675,0.038374,0.192498,107,3,1.6215,0.038374,0.192498,3,NTC,Other,10,1826
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRRM1,4,0.48528,0.63506,NA,1251,1,0.11072,0.23502,0.28722,507,3,0.37789,0.23502,0.28722,3,PTC,Other,10,1826
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRRM2,4,8.1773e-4,0.0031139,0.041207,32,4,0.99918,0.99928,NA,2166,0,-1.7617,0.0031139,0.041207,4,NTC,Other,10,1827
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRRM2,4,0.0057278,0.019795,0.102109,88,3,0.96247,0.96269,NA,2018,0,-0.82717,0.019795,0.102109,3,PTC,Other,10,1827
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRRM3,4,0.72718,0.75028,NA,1517,1,0.92538,0.9252,NA,1927,0,-0.09126,0.75028,1,1,NTC,Other,10,1828
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRRM3,4,0.10182,0.21873,0.275534,498,3,0.41894,0.57214,NA,1086,1,-0.43807,0.21873,0.275534,3,PTC,Other,10,1828
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRRM4,4,0.82258,0.82276,NA,1684,1,0.12354,0.25596,NA,597,2,0.54623,0.25596,1,2,NTC,Other,10,1829
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRRM4,4,0.40621,0.55781,NA,1098,2,0.42814,0.5808,NA,1108,2,0.038529,0.5808,1,2,PTC,Other,10,1829
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRRT,4,0.19479,0.34526,NA,736,2,0.75179,0.77463,NA,1587,1,-0.86905,0.34526,1,2,NTC,Other,10,1830
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRRT,4,0.19936,0.35285,NA,745,2,0.15784,0.31347,NA,638,2,-0.040501,0.35285,1,2,PTC,Other,10,1830
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRSF1,4,0.13923,0.28166,0.294265,621,3,0.97987,0.98018,NA,2066,0,-0.41796,0.28166,0.294265,3,NTC,Other,10,1831
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRSF1,4,0.017033,0.054734,0.145917,190,4,0.98297,0.98313,NA,2081,0,-0.73844,0.054734,0.145917,4,PTC,Other,10,1831
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRSF10,3,0.38786,0.49417,NA,1055,1,0.75822,0.75994,NA,1598,1,-0.029577,0.49417,1,1,NTC,Other,10,1832
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRSF10,4,0.031625,0.088296,0.18315,256,3,0.7046,0.74871,NA,1466,1,-0.83691,0.088296,0.18315,3,PTC,Other,10,1832
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRSF11,4,0.41639,0.56422,NA,1118,2,0.94119,0.94129,NA,1963,0,-0.19958,0.56422,1,2,NTC,Other,10,1833
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRSF11,4,0.11,0.23307,0.281195,527,3,0.93104,0.93179,NA,1926,0,-0.48464,0.23307,0.281195,3,PTC,Other,10,1833
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRSF12,4,0.5051,0.63825,NA,1262,1,0.8599,0.85948,NA,1769,1,-0.15675,0.63825,1,1,NTC,Other,10,1834
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRSF12,4,0.43101,0.58185,NA,1146,2,0.81477,0.82101,NA,1627,1,-0.026063,0.58185,1,2,PTC,Other,10,1834
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRSF2,4,0.0073966,0.025072,0.099535,109,3,0.95111,0.95132,NA,1990,0,-1.4367,0.025072,0.099535,3,NTC,Other,10,1835
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRSF2,4,0.0020997,0.0078334,0.07633,47,3,0.87259,0.87306,NA,1781,0,-1.4588,0.0078334,0.07633,3,PTC,Other,10,1835
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRSF3,4,0.073976,0.16933,0.243571,400,3,0.9018,0.9021,NA,1867,0,-1.0121,0.16933,0.243571,3,NTC,Other,10,1836
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRSF3,4,0.021176,0.066741,0.16203,211,3,0.96796,0.96792,NA,2033,0,-1.3427,0.066741,0.16203,3,PTC,Other,10,1836
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRSF4,3,0.92626,0.92696,NA,1952,0,0.071852,0.15675,NA,409,2,0.99573,0.15675,1,2,NTC,Other,10,1837
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRSF4,4,0.0081274,0.027545,0.11117,112,4,0.99187,0.99201,NA,2128,0,-1.5257,0.027545,0.11117,4,PTC,Other,10,1837
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRSF5,4,0.84995,0.84952,NA,1750,0,0.26503,0.42323,NA,915,2,0.45257,0.42323,1,2,NTC,Other,10,1838
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRSF5,4,0.023093,0.07075,NA,218,1,0.14546,0.29303,0.316879,605,3,0.60611,0.29303,0.316879,3,PTC,Other,10,1838
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRSF6,4,0.99289,0.99294,NA,2159,0,0.0071079,0.02427,0.192498,63,4,0.88075,0.02427,0.192498,4,NTC,Other,10,1839
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRSF6,4,0.5594,0.66812,NA,1315,1,0.25275,0.41172,NA,809,2,0.28346,0.41172,1,2,PTC,Other,10,1839
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRSF7,4,2.5356e-4,0.0010576,0.026241,17,4,0.99975,0.99977,NA,2174,0,-1.5603,0.0010576,0.026241,4,NTC,Other,10,1840
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRSF7,4,5.4606e-4,0.0021854,0.050311,19,4,0.99945,0.99957,NA,2175,0,-1.5603,0.0021854,0.050311,4,PTC,Other,10,1840
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SRSF9,4,0.086666000000000007,0.19203,NA,440,1,0.068765,0.16167,NA,399,1,-0.14876,0.19203,1,1,NTC,Other,10,1841
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SRSF9,4,9.2352e-4,0.0036076,0.056118,28,3,0.31914,0.47594,NA,910,1,-1.1539,0.0036076,0.056118,3,PTC,Other,10,1841
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SSB,3,0.77326,0.7743,NA,1588,0,0.78512,0.78603,NA,1637,0,-0.03,0.7743,1,0,NTC,Other,10,1842
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SSB,4,0.07028,0.1616,0.24414,394,3,0.77204,0.78998,NA,1566,1,-0.49558,0.1616,0.24414,3,PTC,Other,10,1842
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SSBP1,4,0.73832,0.75788,NA,1528,1,0.15234,0.30349,NA,690,2,0.18371,0.30349,1,2,NTC,Other,10,1843
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SSBP1,4,0.6192,0.69593,NA,1368,1,0.70874,0.75107,NA,1475,1,-0.081401,0.69593,1,1,PTC,Other,10,1843
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SSR1,4,0.83815,0.83782,NA,1714,1,0.94592,0.94596,NA,1975,0,-0.13664,0.83782,1,1,NTC,Other,10,1844
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SSR1,4,0.16431,0.3187,NA,687,1,0.10212,0.22007,0.278769,483,3,0.3536,0.22007,0.278769,3,PTC,Other,10,1844
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SSRP1,4,0.35836,0.50648,NA,1013,2,0.96074,0.96117,NA,2013,0,-0.32576,0.50648,1,2,NTC,Other,10,1845
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SSRP1,4,0.002751,0.010053,0.084428,54,3,0.95148,0.95176,NA,1981,0,-1.391,0.010053,0.084428,3,PTC,Other,10,1845
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SSU72,4,0.12013,0.24946,0.28789,552,3,0.86033,0.85997,NA,1771,1,-0.58894,0.24946,0.28789,3,NTC,Other,10,1846
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SSU72,4,0.0059282,0.02047,0.103583,91,4,0.98382,0.98397,NA,2086,0,-1.0476,0.02047,0.103583,4,PTC,Other,10,1846
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ST13,3,0.86043,0.86127,NA,1783,0,0.14452,0.24923,NA,663,2,0.27663,0.24923,1,2,NTC,Other,10,1847
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ST13,4,0.64998,0.71167,NA,1413,1,0.42691,0.57967,NA,1103,2,0.18375,0.57967,1,2,PTC,Other,10,1847
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,STAU1,4,0.85826,0.85774,NA,1780,0,0.18627,0.34824,NA,770,2,0.30461,0.34824,1,2,NTC,Other,10,1848
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,STAU1,4,0.33250999999999997,0.4846,NA,963,2,0.18666,0.34833,NA,688,2,0.074481,0.34833,1,2,PTC,Other,10,1848
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,STAU2,4,0.87383,0.87331,NA,1826,0,0.6046,0.69728,NA,1432,1,0.054151,0.69728,1,1,NTC,Other,10,1849
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,STAU2,4,0.7936,0.80175,NA,1620,1,0.37183,0.52707,NA,998,2,0.23234,0.52707,1,2,PTC,Other,10,1849
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,STIP1,4,0.96718,0.9675,NA,2076,0,0.15988,0.31601,0.326235,708,3,0.35555,0.31601,0.326235,3,NTC,Other,10,1850
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,STIP1,4,0.0020743,0.0077519,NA,46,1,0.10939,0.23278,0.287121,502,3,0.65781,0.23278,0.287121,3,PTC,Other,10,1850
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,STK10,4,0.55965,0.66153,NA,1302,1,0.36698,0.51975,NA,1112,2,0.42377,0.51975,1,2,NTC,Other,10,1851
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,STK10,3,0.034088,0.084052,0.180111,264,3,0.96591,0.96577,NA,2027,0,-0.44394,0.084052,0.180111,3,PTC,Other,10,1851
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,STN1,4,0.97712,0.97749,NA,2107,0,0.022877,0.072385,0.201056,192,4,0.55207,0.072385,0.201056,4,NTC,Other,10,1852
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,STN1,4,0.58238,0.6787,NA,1329,1,0.079677,0.18036,0.263031,396,3,0.55006,0.18036,0.263031,3,PTC,Other,10,1852
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,STRAP,3,0.66047,0.67265,NA,1425,1,0.75137,0.75383,NA,1583,1,-0.056446,0.67265,1,1,NTC,Other,10,1853
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,STRAP,4,0.68992,0.73384,NA,1469,1,0.018098,0.057796,NA,208,2,0.74221,0.057796,1,2,PTC,Other,10,1853
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,STRBP,4,0.21362,0.36359,NA,763,2,0.37197,0.52476,NA,1121,1,-0.059671,0.36359,1,2,NTC,Other,10,1854
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,STRBP,4,0.016481,0.053144,0.144961,184,3,0.96747,0.96741,NA,2032,0,-0.90907,0.053144,0.144961,3,PTC,Other,10,1854
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,STX18,3,0.36758,0.48348,NA,1027,1,0.77735,0.77831,NA,1621,0,-0.23186,0.48348,1,1,NTC,Other,10,1855
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,STX18,3,0.82593,0.82592,NA,1684,0,0.69878,0.70655,NA,1459,1,0.015218,0.70655,1,1,PTC,Other,10,1855
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,STX7,4,0.6214,0.69063,NA,1375,1,0.21362,0.37414,NA,819,2,0.34434,0.37414,1,2,NTC,Other,10,1856
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,STX7,4,0.43756,0.58824,NA,1162,2,0.6729,0.7314,NA,1424,1,-0.21428,0.58824,1,2,PTC,Other,10,1856
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,STXBP1,4,0.073265,0.16812,NA,397,2,0.29118,0.44781,NA,973,2,-0.17516,0.16812,1,2,NTC,Other,10,1857
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,STXBP1,4,0.10085,0.21709,0.275462,494,3,0.9704,0.97046,NA,2043,0,-0.45507,0.21709,0.275462,3,PTC,Other,10,1857
