sample_name,treatment,control,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna,reporter,annotation,priority,x
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ALDOC,4,0.95124,0.95154,NA,1974,0,0.71047,0.75205,NA,1477,1,0.086696,0.75205,1,1,PTC,Other,10,52
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ALG13,4,0.29521,0.44431,NA,910,1,0.080778,0.18339,0.2707,447,3,0.64123,0.18339,0.2707,3,NTC,Other,10,53
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ALG13,4,0.54755,0.663,NA,1305,1,0.14917,0.29907,0.318233,613,3,0.39776,0.29907,0.318233,3,PTC,Other,10,53
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ALKBH1,4,0.22278,0.37261,NA,788,2,0.82962,0.83132,NA,1702,1,-0.37224,0.37261,1,2,NTC,Other,10,54
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ALKBH1,4,0.40785,0.55944,NA,1100,2,0.5378,0.66999,NA,1288,1,-0.15577,0.55944,1,2,PTC,Other,10,54
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ALKBH2,4,0.11404,0.23929,0.281892,533,3,0.34331,0.4974,NA,1069,1,-0.95375,0.23929,0.281892,3,NTC,Other,10,55
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ALKBH2,4,0.40027,0.55211,NA,1085,2,0.50052,0.64989,NA,1234,1,-0.076788,0.55211,1,2,PTC,Other,10,55
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ALKBH3,4,0.4259,0.57389,NA,1141,2,0.7223,0.75642,NA,1539,1,-0.06787,0.57389,1,2,NTC,Other,10,56
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ALKBH3,4,0.79444,0.80244,NA,1623,1,0.74603,0.77334,NA,1524,1,-0.07272,0.80244,1,1,PTC,Other,10,56
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ALKBH4,4,0.045562,0.11565,NA,294,1,0.15111,0.30155,0.320681,685,3,0.35193,0.30155,0.320681,3,NTC,Other,10,57
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ALKBH4,4,0.3115,0.46418,NA,931,1,0.16512,0.325,NA,657,2,0.37378,0.325,1,2,PTC,Other,10,57
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ALKBH5,4,0.88255,0.88236,NA,1846,0,0.88771,0.88761,NA,1843,0,-0.094433,0.88236,1,0,NTC,Other,10,58
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ALKBH5,4,0.94215,0.94271,NA,1949,0,0.38826,0.54294,NA,1032,2,0.21163,0.54294,1,2,PTC,Other,10,58
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ALKBH6,4,0.36319,0.51121,NA,1018,2,0.17918,0.34157,NA,755,2,0.12107,0.34157,1,2,NTC,Other,10,59
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ALKBH6,4,0.83487,0.83603,NA,1702,1,0.78397,0.79796,NA,1580,1,0.073612,0.79796,1,1,PTC,Other,10,59
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ALKBH7,3,0.81322,0.81404,NA,1667,0,0.42587,0.52993,NA,1218,1,0.30393,0.52993,1,1,NTC,Other,10,60
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ALKBH7,4,0.035163,0.095321,NA,269,2,0.45656,0.60776,NA,1154,2,-0.38296,0.095321,1,2,PTC,Other,10,60
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ALKBH8,3,0.80326,0.80403,NA,1643,0,0.17503,0.28724,NA,748,2,0.77755,0.28724,1,2,NTC,Other,10,61
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ALKBH8,4,0.012973,0.042827,NA,155,2,0.8327,0.8354,NA,1688,1,-0.48107,0.042827,1,2,PTC,Other,10,61
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ALYREF,4,0.12434,0.25649,0.288557,564,3,0.8414,0.84195,NA,1729,1,-0.66262,0.25649,0.288557,3,NTC,Other,10,62
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ALYREF,4,0.78499,0.79521,NA,1608,1,0.48341,0.63366,NA,1202,2,0.22825,0.63366,1,2,PTC,Other,10,62
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ANG,4,0.4636,0.61095,NA,1209,2,0.77795,0.79202,NA,1622,1,-0.31663,0.61095,1,2,NTC,Other,10,63
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ANG,4,0.50381,0.64477,NA,1268,1,0.8189,0.82424,NA,1638,1,-0.2268,0.64477,1,1,PTC,Other,10,63
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ANGEL1,4,0.43012,0.5781,NA,1149,2,0.069216,0.16241,NA,400,2,-0.020486,0.5781,1,2,NTC,Other,10,64
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ANGEL1,4,0.79571,0.80339,NA,1627,1,0.14354,0.28978,NA,600,2,0.29958,0.28978,1,2,PTC,Other,10,64
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ANGEL2,4,0.89099,0.89122,NA,1868,0,0.010625,0.035199,NA,97,2,1.0567,0.035199,1,2,NTC,Other,10,65
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ANGEL2,4,0.88752,0.88854,NA,1812,0,0.3716,0.52684,NA,997,2,0.252,0.52684,1,2,PTC,Other,10,65
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ANK3,4,0.41382,0.56177,NA,1110,1,0.18909,0.35092,NA,775,2,0.37268,0.35092,1,2,NTC,Other,10,66
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ANK3,4,0.63592,0.70435,NA,1392,1,0.69563,0.74382,NA,1454,1,0.1097,0.74382,1,1,PTC,Other,10,66
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ANKHD1,4,0.39545,0.54349,NA,1074,1,0.83138,0.833,NA,1706,1,0.018613,0.833,1,1,NTC,Other,10,67
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ANKHD1,4,0.35771,0.50998,NA,1013,2,0.33859,0.49461,NA,945,2,-0.019764,0.50998,1,2,PTC,Other,10,67
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ANKRD17,4,0.82088,0.8213,NA,1681,1,0.46375,0.61234,NA,1273,1,0.0047222,0.61234,1,1,NTC,Other,10,68
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ANKRD17,4,0.097049,0.21022,NA,480,2,0.15581,0.30997,NA,632,2,-0.15718,0.21022,1,2,PTC,Other,10,68
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ANP32A,4,0.13756,0.27877999999999997,0.293568,611,3,0.72556,0.75818,NA,1545,1,-0.47136,0.27877999999999997,0.293568,3,NTC,Other,10,69
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ANP32A,4,0.32422,0.4766,NA,950,2,0.21319,0.37374,NA,739,1,-0.18755,0.4766,1,2,PTC,Other,10,69
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ANP32B,4,0.27301,0.42239,NA,878,1,0.87272,0.87214,NA,1811,0,0.0054537,0.87214,1,0,NTC,Other,10,70
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ANP32B,4,0.25934,0.41237,NA,843,2,0.75771,0.78056,NA,1545,1,-0.19087,0.41237,1,2,PTC,Other,10,70
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ANXA11,4,0.21796,0.36778,NA,772,2,0.43114,0.58169,NA,1225,1,-0.35757,0.36778,1,2,NTC,Other,10,71
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ANXA11,4,0.90877,0.90973,NA,1863,0,0.085296,0.19031,0.270622,412,3,0.43669,0.19031,0.270622,3,PTC,Other,10,71
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ANXA2,4,0.086321,0.19153,0.258187,437,3,0.91361,0.91398,NA,1901,0,-0.54774,0.19153,0.258187,3,NTC,Other,10,72
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ANXA2,4,0.15355,0.30613,0.309825,667,3,0.75419,0.77838,NA,1537,1,-0.41482,0.30613,0.309825,3,PTC,Other,10,72
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ANXA7,4,0.74401,0.76177,NA,1535,1,0.34074,0.49476,NA,1064,2,0.1836,0.49476,1,2,NTC,Other,10,73
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ANXA7,4,0.38142,0.53356,NA,1058,2,0.40109,0.55507,NA,1054,2,-6.109e-4,0.53356,1,2,PTC,Other,10,73
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APEH,4,0.78614,0.79258,NA,1612,1,0.80394,0.81073,NA,1665,1,-0.20249,0.79258,1,1,NTC,Other,10,74
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APEH,4,0.12229,0.25415,0.292445,569,3,0.37686,0.53198,NA,1003,1,-0.34933,0.25415,0.292445,3,PTC,Other,10,74
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APEX1,4,0.45896,0.60652,NA,1200,1,0.31009,0.46614,NA,1014,1,-0.071446,0.60652,1,1,NTC,Other,10,75
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APEX1,4,0.012142,0.040195,NA,144,2,0.59658,0.69482,NA,1345,1,-0.82403,0.040195,1,2,PTC,Other,10,75
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,API5,4,0.87282,0.87223,NA,1824,0,0.053801,0.13415,NA,351,2,0.57138,0.13415,1,2,NTC,Other,10,76
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,API5,4,0.056215,0.13564,0.223408,345,3,0.65727,0.7232,NA,1411,1,-0.72877,0.13564,0.223408,3,PTC,Other,10,76
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APOB,4,0.56528,0.66401,NA,1311,1,0.29228,0.44886,NA,979,2,0.015806,0.44886,1,2,NTC,Other,10,77
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APOB,4,0.32059,0.47313,NA,943,2,0.19375,0.3552,NA,699,2,-0.11604,0.47313,1,2,PTC,Other,10,77
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APOBEC1,4,0.20365,0.35373,NA,749,2,0.96754,0.96781,NA,2030,0,-0.31733,0.35373,1,2,NTC,Other,10,78
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APOBEC1,4,0.32079,0.47328,NA,944,2,0.87867,0.87927,NA,1795,0,-0.29611,0.47328,1,2,PTC,Other,10,78
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APOBEC2,4,0.62231,0.69106,NA,1376,1,0.8612,0.86076,NA,1773,1,-0.10309,0.69106,1,1,NTC,Other,10,79
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APOBEC2,4,0.38954,0.54163,NA,1071,1,0.10192,0.21979,0.278769,481,3,0.39506,0.21979,0.278769,3,PTC,Other,10,79
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APOBEC3A,4,0.40291,0.55112,NA,1088,1,0.099581,0.21585,0.285251,518,3,0.67765,0.21585,0.285251,3,NTC,Other,10,80
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APOBEC3A,4,0.71911,0.75111000000000006,NA,1516,1,0.30696,0.46443,NA,891,2,0.044527,0.46443,1,2,PTC,Other,10,80
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APOBEC3B,4,0.76841,0.77913,NA,1580,1,0.30313,0.45965,NA,1000,2,0.15114,0.45965,1,2,NTC,Other,10,81
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APOBEC3B,4,0.89698,0.89805,NA,1835,0,0.45289,0.60416,NA,1149,2,0.16032,0.60416,1,2,PTC,Other,10,81
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APOBEC3C,3,0.69884,0.70481,NA,1477,1,0.0058609,0.01624,NA,51,2,2.1575,0.01624,1,2,NTC,Other,10,82
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APOBEC3C,4,0.58549,0.6801,NA,1337,1,0.20701,0.36766,NA,726,2,0.32218,0.36766,1,2,PTC,Other,10,82
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APOBEC3D,3,0.6706,0.68104,NA,1437,1,0.091987,0.18252,NA,499,2,0.83898,0.18252,1,2,NTC,Other,10,83
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APOBEC3D,4,0.043079,0.11052,NA,302,2,0.29634,0.45397,NA,875,2,-1.1222,0.11052,1,2,PTC,Other,10,83
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APOBEC3F,3,0.86489,0.86573,NA,1803,0,0.26558,0.39744,NA,916,2,0.39938,0.39744,1,2,NTC,Other,10,84
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APOBEC3F,4,0.50299,0.64441,NA,1267,1,0.097168,0.2115,0.277916,455,3,0.60873,0.2115,0.277916,3,PTC,Other,10,84
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APOBEC3G,4,0.39578,0.54387,NA,1077,2,0.25906,0.41757,NA,904,2,-0.047436,0.54387,1,2,NTC,Other,10,85
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APOBEC3G,4,0.89384,0.89498,NA,1831,0,0.089333,0.1978,NA,423,1,0.067027,0.1978,1,1,PTC,Other,10,85
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APOBEC3H,4,0.89189,0.89221,NA,1870,0,0.038878,0.10531,0.224781,272,3,0.75673,0.10531,0.224781,3,NTC,Other,10,86
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APOBEC3H,4,0.69107,0.73444,NA,1471,1,0.052682,0.13076,0.221107,330,3,0.76603,0.13076,0.221107,3,PTC,Other,10,86
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APOBEC4,4,0.0063091,0.021557,0.095774,95,3,0.58159,0.68738,NA,1413,1,-2.0332,0.021557,0.095774,3,NTC,Other,10,87
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APOBEC4,4,0.85064,0.85114,NA,1732,1,0.52737,0.66585,NA,1277,1,0.012921,0.66585,1,1,PTC,Other,10,87
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,APTX,4,0.023428,0.070854,NA,218,2,0.91609,0.91645,NA,1909,0,-0.64449,0.070854,1,2,NTC,Other,10,88
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,APTX,4,0.15441,0.30761,0.309825,671,3,0.77911,0.79474,NA,1573,1,-0.22426,0.30761,0.309825,3,PTC,Other,10,88
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,AQR,4,0.0054447,0.018844,0.086692,90,3,0.57123,0.68284,NA,1403,1,-1.8852,0.018844,0.086692,3,NTC,Other,10,89
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,AQR,4,0.087181,0.19258,NA,452,1,0.83877,0.8407,NA,1703,1,-0.37778,0.19258,1,1,PTC,Other,10,89
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ARC,4,0.77687,0.78538,NA,1597,1,0.87986,0.87955,NA,1825,0,-0.14199,0.78538,1,1,NTC,Other,10,90
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ARC,4,0.045116,0.11471,0.207658,309,3,0.6725,0.73117,NA,1423,1,-0.36674,0.11471,0.207658,3,PTC,Other,10,90
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ARCN1,4,0.025198,0.074622,0.161005,226,3,0.021929,0.069604,NA,184,1,-0.88625,0.074622,0.161005,3,NTC,Other,10,91
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ARCN1,4,0.075265,0.17091,NA,408,2,0.78221,0.79671,NA,1577,1,-0.737,0.17091,1,2,PTC,Other,10,91
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ARF1,4,0.13414,0.27312,NA,601,2,0.033104,0.094202,NA,237,1,-0.46753,0.27312,1,2,NTC,Other,10,92
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ARF1,4,0.051678,0.12713,0.216165,329,3,0.85878,0.85946,NA,1753,1,-0.92269,0.12713,0.216165,3,PTC,Other,10,92
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ARHGEF1,4,0.9658,0.96618,NA,2072,0,0.0097124,0.032355,0.192498,88,3,0.76447,0.032355,0.192498,3,NTC,Other,10,93
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ARHGEF1,3,0.62668,0.64544,NA,1381,1,0.4044,0.5141,NA,1062,1,-0.13233,0.64544,1,1,PTC,Other,10,93
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ARHGEF2,4,0.87642,0.87601,NA,1830,0,0.39357,0.54534,NA,1153,2,0.22554,0.54534,1,2,NTC,Other,10,94
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ARHGEF2,4,0.36824,0.52038,NA,1033,1,0.16593,0.32616,0.327569,660,3,0.36999,0.32616,0.327569,3,PTC,Other,10,94
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ARHGEF28,4,0.99624,0.99635,NA,2172,0,0.0037562,0.013377,0.192498,30,4,1.0199,0.013377,0.192498,4,NTC,Other,10,95
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ARHGEF28,4,0.88177,0.88257,NA,1800,0,0.16759,0.32887,0.329582,662,3,0.29336,0.32887,0.329582,3,PTC,Other,10,95
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ARL6IP4,4,0.95096,0.95118,NA,2037,0,0.12434,0.25732,0.300991,601,3,0.58765,0.25732,0.300991,3,NTC,Other,10,96
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ARL6IP4,4,0.44779,0.59832,NA,1185,2,0.75643,0.77975,NA,1542,1,-0.10425,0.59832,1,2,PTC,Other,10,96
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ARPC1B,4,0.68589,0.72527,NA,1458,1,0.84496,0.84526,NA,1736,1,0.051829,0.84526,1,1,NTC,Other,10,97
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ARPC1B,4,0.66566,0.72003,NA,1436,1,0.28138,0.43962,NA,854,2,0.16715,0.43962,1,2,PTC,Other,10,97
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ASCC1,4,0.99628,0.99637,NA,2173,0,0.0037202,0.013269,0.192498,29,4,1.054,0.013269,0.192498,4,NTC,Other,10,98
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ASCC1,4,0.10592,0.22584,NA,512,2,0.084162,0.18825,NA,407,2,-0.2384,0.22584,1,2,PTC,Other,10,98
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ASCC3,4,0.47639,0.62381,NA,1233,2,0.9297,0.92948,NA,1939,0,-0.28775,0.62381,1,2,NTC,Other,10,99
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ASCC3,4,0.1136,0.23927,0.284679,542,3,0.341,0.49706,NA,949,1,-0.37595,0.23927,0.284679,3,PTC,Other,10,99
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ASH1L,3,0.80362,0.80443,NA,1645,0,0.0069781,0.019089,NA,61,2,1.8846,0.019089,1,2,NTC,Other,10,100
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ASH1L,4,0.15416,0.30726,0.309825,669,3,0.89503,0.89626,NA,1831,0,-0.35131,0.30726,0.309825,3,PTC,Other,10,100
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ASS1,4,0.15286,0.30338,NA,660,2,0.51176,0.65847,NA,1352,2,-0.18608,0.30338,1,2,NTC,Other,10,101
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ASS1,4,0.30233,0.45523,NA,918,2,0.525,0.66494,NA,1275,1,-0.21129,0.45523,1,2,PTC,Other,10,101
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ATP1A1,4,0.26584,0.41529,NA,865,2,0.64733,0.71667,NA,1465,1,-0.33996,0.41529,1,2,NTC,Other,10,102
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ATP1A1,4,0.10726,0.22817,0.281195,517,3,0.85814,0.8589,NA,1752,1,-0.42487,0.22817,0.281195,3,PTC,Other,10,102
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ATP2A2,4,0.0034281,0.012308,0.070817,71,3,0.95989,0.96014,NA,2010,0,-1.9382,0.012308,0.070817,3,NTC,Other,10,103
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ATP2A2,4,0.70201,0.74069,NA,1486,1,0.0073215,0.024913,0.087103,143,3,1.2338,0.024913,0.087103,3,PTC,Other,10,103
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ATP5F1A,4,0.4071,0.55521,NA,1099,1,0.20565,0.36656,NA,806,2,0.33149,0.36656,1,2,NTC,Mitochondria,4,104
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ATP5F1A,4,0.76009,0.77744,NA,1572,1,0.0047913,0.016815,0.069194,119,3,1.3285,0.016815,0.069194,3,PTC,Mitochondria,4,104
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ATP5F1B,3,0.72376,0.72711,NA,1511,1,0.31257,0.45292,NA,1020,2,0.37549,0.45292,1,2,NTC,Mitochondria,4,105
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,ATP5F1B,4,0.97954,0.97963,NA,2051,0,0.0076748,0.025987,0.088203,147,4,1.1311,0.025987,0.088203,4,PTC,Mitochondria,4,105
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,ATP5F1C,4,0.96805,0.96837,NA,2081,0,0.039968,0.10734,0.224781,280,3,1.2424,0.10734,0.224781,3,NTC,Other,10,106
